Title,Price,KM,Fuel Type,Transmission,Location,Seats,Engine,Link,Source
1991 Suzuki Carry Standar 1.3L MT,"Rp 42,9 Juta                        Rekomendasi","100,000 Km",Bensin,,Bantul,,,https://www.oto.com/detail-mobil-bekas/suzuki-carry-standar-1-3l-mt-619681,oto
2007 Suzuki Karimun  Estillo 1.1L MT,Rp 55 Juta                        Rekomendasi,"53,288 Km",Bensin,,Bekasi,,,https://www.oto.com/detail-mobil-bekas/suzuki-karimun-2007-2014-estillo-1-1l-mt-559544,oto
2011 Suzuki Futura 1.5 M/T PICK UP BOX,Rp 58 Juta                        Rekomendasi,"152,000 Km",Bensin,,Tangerang,,,https://www.oto.com/detail-mobil-bekas/suzuki-futura-2005-2015-new-1-5-mt-pick-up-box-599390,oto
2000 Mitsubishi Kuda  diamond,Rp 43 Juta                        Rekomendasi,"150,000 Km",Bensin,Manual,Tangerang,7 seat,,https://www.oto.com/detail-mobil-bekas/mitsubishi-kuda-1999-2005-new-diamond-649406,oto
1989 Suzuki Carreta 1,"Rp 30,9 Juta                        Rekomendasi","500,000 Km",Bensin,,Bantul,,,https://www.oto.com/detail-mobil-bekas/suzuki-carreta-1-619683,oto
2014 Tata Xenon RX,"Rp 42,5 Juta","95,000 Km",Diesel,Manual,Tangerang,2 seat,2956 CC,https://www.oto.com/detail-mobil-bekas/tata-xenon-rx-650677,oto
2019 Toyota Agya 1.2L G AT TRD,Rp 56 Juta,"53,341 Km",Bensin,,Balikpapan,,,https://www.oto.com/detail-mobil-bekas/toyota-agya-1-2l-g-at-trd-646718,oto
2018 Toyota Agya 1.2L G AT TRD,Rp 60 Juta,"45,210 Km",Bensin,,Balikpapan,,,https://www.oto.com/detail-mobil-bekas/toyota-agya-1-2l-g-at-trd-646638,oto
2015 Toyota Rush 1.5L TRD AT,Rp 60 Juta,"51,282 Km",Diesel,,Palembang,,,https://www.oto.com/detail-mobil-bekas/toyota-rush-1-5l-trd-at-646763,oto
2013 Toyota Avanza G 1.3L MT,Rp 50 Juta,"95,282 Km",Bensin,,Palembang,,,https://www.oto.com/detail-mobil-bekas/toyota-avanza-g-1-3l-mt-646738,oto
2022 Toyota Agya 1.2L GR Sport A/T,Rp 56 Juta,"17,000 Km",Bensin,Otomatis,Surabaya,5 seat,1197 CC,https://www.oto.com/detail-mobil-bekas/toyota-agya-1-2l-gr-sport-at-646549,oto
2017 Daihatsu Ayla 1.2L R AT,Rp 45 Juta,"67,511 Km",Bensin,Otomatis,Balikpapan,5 seat,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-2l-r-at-646530,oto
2015 Honda Mobilio RS CVT,Rp 45 Juta,"65,881 Km",Bensin,Cvt,Balikpapan,7 seat,1496 CC,https://www.oto.com/detail-mobil-bekas/honda-mobilio-rs-cvt-646527,oto
2004 Toyota Kijang  1.8L LGX,Rp 47 Juta,"54,846 Km",Bensin,Manual,Demak,8 seat,1781 CC,https://www.oto.com/detail-mobil-bekas/toyota-kijang-1997-2004-1-8l-lgx-646559,oto
2016 Daihatsu Xenia  1.0 M MT,Rp 56 Juta,"64,533 Km",Bensin,,Bandung,,,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-2009-2018-1-0-m-mt-646511,oto
2019 Toyota Agya 1.2L G AT TRD,Rp 60 Juta,"32,179 Km",Bensin,,Batam,,,https://www.oto.com/detail-mobil-bekas/toyota-agya-1-2l-g-at-trd-646341,oto
2017 Toyota Rush 1.5L TRD MT,Rp 60 Juta,"32,198 Km",Diesel,,Pontianak,,,https://www.oto.com/detail-mobil-bekas/toyota-rush-1-5l-trd-mt-646450,oto
2016 Toyota Yaris TRD SPORTIVO 1.5L CVT,Rp 60 Juta,"39,865 Km",Bensin,,Batam,,,https://www.oto.com/detail-mobil-bekas/toyota-yaris-trd-sportivo-1-5l-cvt-646342,oto
2016 Toyota Avanza G 1.5L MT,Rp 60 Juta,"44,321 Km",Bensin,,Pontianak,,,https://www.oto.com/detail-mobil-bekas/toyota-avanza-g-1-5l-mt-646446,oto
2016 Toyota Yaris TRD SPORTIVO 1.5L CVT,Rp 60 Juta,"32,179 Km",Bensin,,Medan,,,https://www.oto.com/detail-mobil-bekas/toyota-yaris-trd-sportivo-1-5l-cvt-646413,oto
2016 Toyota Avanza G 1.5L MT,Rp 60 Juta,"36,579 Km",Bensin,,Medan,,,https://www.oto.com/detail-mobil-bekas/toyota-avanza-g-1-5l-mt-646387,oto
1997 Toyota Kijang  1.8L LGX,"Rp 49,9 Juta                        Rekomendasi","319,000 Km",Bensin,Manual,Bantul,8 seat,1781 CC,https://www.oto.com/detail-mobil-bekas/toyota-kijang-1997-2004-1-8l-lgx-628792,oto
1997 Toyota Kijang  1.8L LGX,"Rp 49,9 Juta                        Rekomendasi","318,000 Km",Bensin,Manual,Bantul,8 seat,1781 CC,https://www.oto.com/detail-mobil-bekas/toyota-kijang-1997-2004-1-8l-lgx-615156,oto
2012 Suzuki Carry Futura SRV 1.5L MT,Rp 57 Juta                        Rekomendasi,"79,685 Km",Bensin,,Jakarta Pusat,,,https://www.oto.com/detail-mobil-bekas/suzuki-carry-futura-srv-1-5l-mt-606456,oto
1997 Mercedes Benz E-Class  E230,Rp 60 Juta                        Rekomendasi,"126,000 Km",Bensin,Manual,Surabaya,5 seat,,https://www.oto.com/detail-mobil-bekas/mercedes-benz-e-class-1995-2002-e230-626234,oto
2001 Suzuki Carry 1.5 PU WIDE DECK AC PS,Rp 50 Juta                        Rekomendasi,"128,000 Km",Bensin,,Bandung,,,https://www.oto.com/detail-mobil-bekas/suzuki-carry-1-5-pu-wide-deck-ac-ps-627811,oto
1995 Suzuki Carry Standar 1.0L MT,"Rp 29,9 Juta                        Rekomendasi","300,000 Km",Bensin,,Bantul,,,https://www.oto.com/detail-mobil-bekas/suzuki-carry-standar-1-0l-mt-615312,oto
2012 Suzuki Futura ST 150 BOX,Rp 57 Juta                        Rekomendasi,"78,512 Km",Bensin,,Jakarta Pusat,,,https://www.oto.com/detail-mobil-bekas/suzuki-futura-2005-2015-new-st-150-box-605766,oto
2008 Hyundai Avenga  MT,Rp 49 Juta                        Rekomendasi,"200,000 Km",Bensin,Manual,Sleman,3 seat,,https://www.oto.com/detail-mobil-bekas/hyundai-avenga-2008-2013-new-mt-641754,oto
2004 Daihatsu Espass 1.3 MINIBUS,"Rp 39,9 Juta                        Rekomendasi","206,000 Km",Bensin,,Surabaya,,,https://www.oto.com/detail-mobil-bekas/daihatsu-espass-2000-2007-1-3-minibus-609954,oto
2004 Daihatsu Espass 1.3 MT MNB,Rp 40 Juta                        Rekomendasi,"130,000 Km",Bensin,,Surabaya,,,https://www.oto.com/detail-mobil-bekas/daihatsu-espass-2000-2007-1-3-mt-mnb-607326,oto
1993 Mitsubishi Galant 2.0 DOHC MT SDN,"Rp 45,9 Juta                        Rekomendasi","397,000 Km",Bensin,,Bantul,,,https://www.oto.com/detail-mobil-bekas/mitsubishi-galant-2-0-dohc-mt-sdn-628794,oto
1993 Mitsubishi Galant 2.0 DOHC AT SDN,"Rp 45,9 Juta                        Rekomendasi","396,000 Km",Bensin,,Bantul,,,https://www.oto.com/detail-mobil-bekas/mitsubishi-galant-2-0-dohc-at-sdn-615154,oto
1994 Mitsubishi Lancer Evolution  evo3mt,Rp 43 Juta                        Rekomendasi,"220,000 Km",Bensin,Manual,Bandung,5 seat,1500 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-lancer-evolution-1992-2007-evo3mt-613012,oto
1993 Toyota Corona 1.6 MT,"Rp 39,9 Juta                        Rekomendasi","400,000 Km",Bensin,Manual,Bantul,5 seat,1600 CC,https://www.oto.com/detail-mobil-bekas/toyota-corona-1993-1998-1-6-mt-628891,oto
1994 Suzuki Carreta 1.0 STD,"Rp 27,9 Juta                        Rekomendasi","245,000 Km",Bensin,,Bantul,,,https://www.oto.com/detail-mobil-bekas/suzuki-carreta-1-0-std-615313,oto
1993 Toyota Corona 1.6 MT,"Rp 39,9 Juta                        Rekomendasi","399,000 Km",Bensin,Manual,Bantul,5 seat,1600 CC,https://www.oto.com/detail-mobil-bekas/toyota-corona-1993-1998-1-6-mt-614835,oto
1997 Nissan Terrano  Spirit,"Rp 37,9 Juta                        Rekomendasi","212,000 Km",Bensin,Manual,Bantul,5 seat,2389 CC,https://www.oto.com/detail-mobil-bekas/nissan-terrano-1998-2004-spirit-628797,oto
1997 Nissan Terrano  Spirit,"Rp 37,9 Juta                        Rekomendasi","211,000 Km",Bensin,Manual,Bantul,5 seat,2389 CC,https://www.oto.com/detail-mobil-bekas/nissan-terrano-1998-2004-spirit-615149,oto
2002 Honda Odyssey Absolute 2.3L AT,Rp 55 Juta                        Rekomendasi,"195,000 Km",Bensin,,Bekasi,,,https://www.oto.com/detail-mobil-bekas/honda-odyssey-absolute-2-3l-at-601002,oto
2007 Suzuki Karimun  gx 1.0 manual,Rp 60 Juta                        Rekomendasi,"150,000 Km",Bensin,Manual,Depok,5 seat,970 CC,https://www.oto.com/detail-mobil-bekas/suzuki-karimun-1999-2007-gx-1-0-manual-615875,oto
1995 Suzuki Escudo 1.6L MT,Rp 56 Juta                        Rekomendasi,"80,080 Km",Bensin,,Surabaya,,,https://www.oto.com/detail-mobil-bekas/suzuki-escudo-1998-2005-1-6l-mt-640093,oto
2016 Honda Freed  IVTEC E 1.5 AT,Rp 56 Juta,"56,881 Km",Bensin,,Bandung,,,https://www.oto.com/detail-mobil-bekas/honda-freed-2014-2016-ivtec-e-1-5-at-646523,oto
2015 Datsun GO + T,Rp 42 Juta,"62,451 Km",Bensin,,Bandung,,,https://www.oto.com/detail-mobil-bekas/datsun-go-plus-t-646516,oto
2008 Isuzu Panther Grand Touring 2.5L AT,Rp 53 Juta,"75,343 Km",Diesel,,Balikpapan,,,https://www.oto.com/detail-mobil-bekas/isuzu-panther-grand-touring-2-5l-at-646484,oto
2016 Suzuki Karimun Wagon R GS GS Airbag,Rp 50 Juta,"44,914 Km",Bensin,Manual,Banyuwangi,5 seat,998 CC,https://www.oto.com/detail-mobil-bekas/suzuki-karimun-wagon-r-gs-gs-airbag-646402,oto
2012 Toyota Vios 1.5L G CVT,Rp 52 Juta,"85,645 Km",Bensin,Cvt,Medan,5 seat,1496 CC,https://www.oto.com/detail-mobil-bekas/toyota-vios-1-5l-g-cvt-646357,oto
2012 Nissan Juke 1.5L RX CVT,Rp 60 Juta,"32,179 Km",Bensin,,Batam,,,https://www.oto.com/detail-mobil-bekas/nissan-juke-1-5l-rx-cvt-646337,oto
2012 Nissan Juke 1.5L RX CVT,Rp 60 Juta,"43,219 Km",Bensin,,Medan,,,https://www.oto.com/detail-mobil-bekas/nissan-juke-1-5l-rx-cvt-646396,oto
2015 Toyota Vios 1.5L TRD AT,Rp 43 Juta,"65,089 Km",Diesel,,Pekanbaru,,,https://www.oto.com/detail-mobil-bekas/toyota-vios-1-5l-trd-at-646307,oto
2015 Daihatsu Gran Max MB Minibus 1.3L D Mini Bus MT,Rp 51 Juta,"54,250 Km",Bensin,,Medan,,,https://www.oto.com/detail-mobil-bekas/daihatsu-gran-max-mb-minibus-1-3l-d-mini-bus-mt-646150,oto
2011 Mitsubishi L300 Pickup Standard,Rp 47 Juta,"57,285 Km",Diesel,Manual,Medan,3 seat,2477 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-l300-pickup-standard-646233,oto
2003 Isuzu Panther LV 2.5L MT,Rp 35 Juta,"82,152 Km",Diesel,,Medan,,,https://www.oto.com/detail-mobil-bekas/isuzu-panther-lv-2-5l-mt-646231,oto
2013 Daihatsu Grand Max 1.3 PU BOX,Rp 57 Juta,"87,548 Km",Bensin,,Jember,,,https://www.oto.com/detail-mobil-bekas/daihatsu-grand-max-1-3-pu-box-646665,oto
2003 Suzuki Katana JIMNY COUNTRY,Rp 30 Juta,"82,542 Km",Bensin,,Palembang,,,https://www.oto.com/detail-mobil-bekas/suzuki-katana-jimny-country-646760,oto
2015 Datsun GO  1.2L MT,Rp 40 Juta,"57,530 Km",Bensin,,Padang,,,https://www.oto.com/detail-mobil-bekas/datsun-go-1-2l-mt-646574,oto
2014 Toyota Hilux 2.5L Single Cab,Rp 54 Juta,"54,321 Km",Diesel,Manual,Batam,2 seat,2494 CC,https://www.oto.com/detail-mobil-bekas/toyota-hilux-2-5l-single-cab-646343,oto
2014 Toyota Hilux 2.5L Single Cab,Rp 60 Juta,"54,321 Km",Diesel,Manual,Pontianak,2 seat,2494 CC,https://www.oto.com/detail-mobil-bekas/toyota-hilux-2-5l-single-cab-646435,oto
2013 Toyota Hilux 2.5L Single Cab,Rp 54 Juta,"43,291 Km",Diesel,Manual,Batam,2 seat,2494 CC,https://www.oto.com/detail-mobil-bekas/toyota-hilux-2-5l-single-cab-646336,oto
2013 Toyota Hilux 2.5L Single Cab,Rp 50 Juta,"43,219 Km",Diesel,Manual,Medan,2 seat,2494 CC,https://www.oto.com/detail-mobil-bekas/toyota-hilux-2-5l-single-cab-646423,oto
2013 Toyota Hilux 2.5L Single Cab,Rp 54 Juta,"43,289 Km",Diesel,Manual,Pontianak,2 seat,2494 CC,https://www.oto.com/detail-mobil-bekas/toyota-hilux-2-5l-single-cab-646425,oto
2010 Ford Ranger DC 2.5 XLT 4X4 MT,Rp 60 Juta,"43,219 Km",Diesel,,Batam,,,https://www.oto.com/detail-mobil-bekas/ford-ranger-dc-2-5-xlt-4x4-mt-646345,oto
2010 Ford Ranger DOUBLECABINXLTDIESELLIMITED4X430MTPU,Rp 54 Juta,"43,219 Km",Diesel,,Pontianak,,,https://www.oto.com/detail-mobil-bekas/ford-ranger-doublecabinxltdiesellimited4x430mtpu-646438,oto
2014 Nissan Grand Livina 1.5 XV CVT,Rp 55 Juta,"135,046 Km",Bensin,Cvt,Medan,7 seat,1498 CC,https://www.oto.com/detail-mobil-bekas/nissan-grand-livina-1-5-xv-cvt-646350,oto
2009 Toyota Yaris TRD SPORTIVO 1.5L MT,Rp 45 Juta,"43,219 Km",Bensin,,Batam,,,https://www.oto.com/detail-mobil-bekas/toyota-yaris-trd-sportivo-1-5l-mt-646349,oto
2000 Suzuki Escudo 1.6L MT,Rp 50 Juta,"50,000 Km",Bensin,,Medan,,,https://www.oto.com/detail-mobil-bekas/suzuki-escudo-1998-2005-1-6l-mt-650526,oto
2016 Mitsubishi L300 Pickup Standard,Rp 60 Juta,"52,121 Km",Diesel,Manual,Balikpapan,3 seat,2477 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-l300-pickup-standard-646643,oto
2015 Suzuki Karimun Wagon R GS BLIND VAN Airbag,Rp 41 Juta,"62,828 Km",Bensin,Manual,Palembang,5 seat,998 CC,https://www.oto.com/detail-mobil-bekas/suzuki-karimun-wagon-r-gs-blind-van-airbag-646740,oto
2015 Honda Freed  PSD,Rp 45 Juta,"75,124 Km",Bensin,Otomatis,Medan,7 seat,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-freed-2009-2016-psd-646723,oto
2015 Honda Freed  PSD,Rp 53 Juta,"65,821 Km",Bensin,Otomatis,Medan,7 seat,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-freed-2009-2016-psd-646721,oto
2010 Suzuki Swift  ST AT,Rp 57 Juta,"101,373 Km",Bensin,Otomatis,Semarang,5 seat,1490 CC,https://www.oto.com/detail-mobil-bekas/suzuki-swift-2004-2011-st-at-646681,oto
2002 Isuzu Panther LS 2.5L MT,Rp 37 Juta,"75,258 Km",Diesel,,Palembang,,,https://www.oto.com/detail-mobil-bekas/isuzu-panther-ls-2-5l-mt-646777,oto
2000 Isuzu Panther LV ADVENTURE,Rp 50 Juta,"54,042 Km",Bensin,,Semarang,,,https://www.oto.com/detail-mobil-bekas/isuzu-panther-lv-adventure-646706,oto
2018 Daihatsu Gran Max MB Minibus 1.5L D Mini Bus MT,Rp 57 Juta,"37,128 Km",Bensin,,Padang,,,https://www.oto.com/detail-mobil-bekas/daihatsu-gran-max-mb-minibus-1-5l-d-mini-bus-mt-646588,oto
2017 Mitsubishi L300 Pickup Standard,Rp 57 Juta,"45,212 Km",Diesel,Manual,Bandung,3 seat,2477 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-l300-pickup-standard-646604,oto
2015 Suzuki Karimun Wagon R GS GS Airbag,Rp 47 Juta,"85,381 Km",Bensin,Manual,Boyolali,5 seat,998 CC,https://www.oto.com/detail-mobil-bekas/suzuki-karimun-wagon-r-gs-gs-airbag-646545,oto
2014 Daihatsu Gran Max MB Minibus 1.3L D Blind Van MT,Rp 47 Juta,"105,828 Km",Bensin,,Bandung,,,https://www.oto.com/detail-mobil-bekas/daihatsu-gran-max-mb-minibus-1-3l-d-blind-van-mt-646620,oto
2012 Honda Freed  PSD,Rp 41 Juta,"61,252 Km",Bensin,Otomatis,Bandung,7 seat,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-freed-2009-2016-psd-646618,oto
2012 Honda Freed  PSD,Rp 40 Juta,"61,282 Km",Bensin,Otomatis,Padang,7 seat,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-freed-2009-2016-psd-646589,oto
2012 Honda Freed  PSD,Rp 45 Juta,"75,800 Km",Bensin,Otomatis,Denpasar,7 seat,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-freed-2009-2016-psd-646533,oto
2012 Isuzu Panther Grand Touring 2.5L MT,Rp 51 Juta,"61,028 Km",Diesel,,Padang,,,https://www.oto.com/detail-mobil-bekas/isuzu-panther-grand-touring-2-5l-mt-646584,oto
2007 Isuzu Panther LS Turbo 2.5L MT,Rp 41 Juta,"79,258 Km",Diesel,,Bandung,,,https://www.oto.com/detail-mobil-bekas/isuzu-panther-ls-turbo-2-5l-mt-646617,oto
2001 Daihatsu Taruna CSX,Rp 57 Juta,"16,382 Km",Bensin,Manual,Demak,7 seat,1498 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-taruna-1999-2006-csx-646550,oto
2017 Daihatsu Sigra 1.2 R MT,Rp 46 Juta,"32,971 Km",Bensin,Manual,Bandung,7 seat,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-sigra-1-2-r-mt-646513,oto
2016 Toyota Rush 1.5L TRD MT,Rp 60 Juta,"43,215 Km",Diesel,,Jakarta Selatan,,,https://www.oto.com/detail-mobil-bekas/toyota-rush-1-5l-trd-mt-648078,oto
2016 Toyota Agya G TRD 1.0L MT,Rp 54 Juta,"32,189 Km",Bensin,,Jakarta Selatan,,,https://www.oto.com/detail-mobil-bekas/toyota-agya-g-trd-1-0l-mt-648082,oto
2016 Toyota Yaris TRD SPORTIVO 1.5L CVT,Rp 54 Juta,"32,179 Km",Bensin,,Jakarta Selatan,,,https://www.oto.com/detail-mobil-bekas/toyota-yaris-trd-sportivo-1-5l-cvt-648083,oto
2016 Toyota Avanza G 1.5L MT,Rp 60 Juta,"43,218 Km",Bensin,,Jakarta Selatan,,,https://www.oto.com/detail-mobil-bekas/toyota-avanza-g-1-5l-mt-648085,oto
2016 Daihatsu Terios R M/T,Rp 54 Juta,"43,215 Km",Bensin,Manual,Jakarta Selatan,7 seat,1496 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-terios-r-mt-648101,oto
2016 Nissan Grand Livina 1.5 XV CVT,Rp 54 Juta,"32,179 Km",Bensin,Cvt,Banjarmasin,7 seat,1498 CC,https://www.oto.com/detail-mobil-bekas/nissan-grand-livina-1-5-xv-cvt-648159,oto
2016 Honda Brio Satya E M/T,Rp 54 Juta,"32,896 Km",Bensin,Manual,Banjarmasin,5 seat,1199 CC,https://www.oto.com/detail-mobil-bekas/honda-brio-satya-e-mt-648168,oto
2015 Toyota Avanza Veloz  1.5 AT,Rp 54 Juta,"32,178 Km",Bensin,,Jakarta Selatan,,,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-2012-2018-1-5-at-648106,oto
2006 Toyota Yaris S TRD 1.5L AT,Rp 54 Juta,"24,845 Km",Bensin,,Bogor,,,https://www.oto.com/detail-mobil-bekas/toyota-yaris-s-trd-1-5l-at-648014,oto
2001 Toyota Kijang  2.4L Diesel LSX,Rp 40 Juta,"60,754 Km",Diesel,Manual,Bogor,8 seat,2446 CC,https://www.oto.com/detail-mobil-bekas/toyota-kijang-1997-2004-2-4l-diesel-lsx-648005,oto
2021 Daihatsu Ayla 1.2L R MT,Rp 60 Juta,"32,176 Km",Bensin,Manual,Banda Aceh,5 seat,1198 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-2l-r-mt-647837,oto
2021 Daihatsu Ayla 1.2L R MT,Rp 60 Juta,"32,175 Km",Bensin,Manual,Pekanbaru,5 seat,1198 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-2l-r-mt-647878,oto
2019 Daihatsu Ayla 1.0L X MT,Rp 57 Juta,"33,000 Km",Bensin,Manual,Yogyakarta,5 seat,998 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-0l-x-mt-647806,oto
2018 Daihatsu Ayla 1.2L R MT,Rp 45 Juta,"32,179 Km",Bensin,Manual,Pekanbaru,5 seat,1198 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-2l-r-mt-647863,oto
2018 Daihatsu Ayla 1.2L R MT,Rp 54 Juta,"32,986 Km",Bensin,Manual,Semarang,5 seat,1198 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-2l-r-mt-647910,oto
2017 Toyota Avanza Veloz  1.5 AT,Rp 60 Juta,"32,179 Km",Bensin,,Banda Aceh,,,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-2012-2018-1-5-at-647841,oto
2017 Daihatsu Terios R A/T,Rp 60 Juta,"32,179 Km",Bensin,Otomatis,Semarang,7 seat,1496 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-terios-r-at-647906,oto
2016 Toyota Agya G TRD 1.0L MT,Rp 54 Juta,"32,179 Km",Bensin,,Semarang,,,https://www.oto.com/detail-mobil-bekas/toyota-agya-g-trd-1-0l-mt-647907,oto
2016 Daihatsu Terios R M/T,Rp 60 Juta,"32,189 Km",Bensin,Manual,Banda Aceh,7 seat,1496 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-terios-r-mt-647827,oto
2016 Toyota Avanza 1.5 G CVT,Rp 60 Juta,"32,178 Km",Bensin,Cvt,Banda Aceh,7 seat,1496 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-1-5-g-cvt-647851,oto
2016 Toyota Avanza Veloz  1.5 A/T,Rp 60 Juta,"32,179 Km",Bensin,Otomatis,Pekanbaru,7 seat,1496 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-2012-2018-1-5-at-647875,oto
2009 Toyota Yaris  S Limited AT,Rp 52 Juta,"102,789 Km",Bensin,Otomatis,Yogyakarta,5 seat,1497 CC,https://www.oto.com/detail-mobil-bekas/toyota-yaris-2006-2009-s-limited-at-648509,oto
2019 Daihatsu Ayla 1.2L R MT,Rp 57 Juta,"40,000 Km",Bensin,Manual,Denpasar,5 seat,1198 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-2l-r-mt-648215,oto
2018 Toyota Agya G TRD 1.0L AT,Rp 60 Juta,"32,987 Km",Bensin,,Surabaya,,,https://www.oto.com/detail-mobil-bekas/toyota-agya-g-trd-1-0l-at-648406,oto
2017 Daihatsu Terios R M/T,Rp 60 Juta,"32,179 Km",Bensin,Manual,Bandung,7 seat,1496 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-terios-r-mt-648187,oto
2017 Toyota Agya 1.2L G AT TRD,Rp 60 Juta,"32,198 Km",Bensin,,Blitar,,,https://www.oto.com/detail-mobil-bekas/toyota-agya-1-2l-g-at-trd-648399,oto
2016 Toyota Agya G TRD 1.0L MT,Rp 54 Juta,"36,598 Km",Bensin,,Bekasi,,,https://www.oto.com/detail-mobil-bekas/toyota-agya-g-trd-1-0l-mt-648422,oto
2016 Toyota Yaris TRD SPORTIVO 1.5L CVT,Rp 60 Juta,"32,987 Km",Bensin,,Bekasi,,,https://www.oto.com/detail-mobil-bekas/toyota-yaris-trd-sportivo-1-5l-cvt-648423,oto
2016 Toyota Avanza G 1.5L MT,Rp 60 Juta,"43,219 Km",Bensin,,Bekasi,,,https://www.oto.com/detail-mobil-bekas/toyota-avanza-g-1-5l-mt-648426,oto
2014 Toyota Agya 1.2L G AT TRD,Rp 54 Juta,"43,215 Km",Bensin,,Bekasi,,,https://www.oto.com/detail-mobil-bekas/toyota-agya-1-2l-g-at-trd-648417,oto
2014 Toyota Avanza Veloz  1.5 MT,Rp 60 Juta,"43,256 Km",Bensin,,Blitar,,,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-2012-2018-1-5-mt-648397,oto
2014 Suzuki Ertiga GL 1.4L MT,Rp 60 Juta,"45,621 Km",Bensin,,Blitar,,,https://www.oto.com/detail-mobil-bekas/suzuki-ertiga-gl-1-4l-mt-648404,oto
2012 Daihatsu Terios TX ELEGANT 1.5L MT,Rp 45 Juta,"54,231 Km",Bensin,,Bandung,Hill-Start Assist Control,,https://www.oto.com/detail-mobil-bekas/daihatsu-terios-tx-elegant-1-5l-mt-648188,oto
2012 Honda Jazz RS CVT,Rp 50 Juta,"57,258 Km",Bensin,Cvt,Surabaya,5 seat,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-jazz-rs-cvt-648213,oto
2010 Nissan Grand Livina  1.5 XV AT,Rp 57 Juta,"113,475 Km",Bensin,Otomatis,Bekasi,7 seat,1498 CC,https://www.oto.com/detail-mobil-bekas/nissan-grand-livina-2006-2011-1-5-xv-at-648309,oto
2010 Toyota Avanza G 1.5L MT,Rp 60 Juta,"45,326 Km",Bensin,,Blitar,,,https://www.oto.com/detail-mobil-bekas/toyota-avanza-g-1-5l-mt-648398,oto
2001 Toyota Kijang  2.4L Diesel LSX,Rp 35 Juta,"84,516 Km",Diesel,Manual,Bogor,8 seat,2446 CC,https://www.oto.com/detail-mobil-bekas/toyota-kijang-1997-2004-2-4l-diesel-lsx-648428,oto
2018 Daihatsu Ayla 1.2L R MT,Rp 45 Juta,"32,568 Km",Bensin,Manual,Blitar,5 seat,1198 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-2l-r-mt-648027,oto
2017 Toyota Rush G 1.5L MT,Rp 60 Juta,"43,215 Km",Bensin,,Tangerang,,,https://www.oto.com/detail-mobil-bekas/toyota-rush-g-1-5l-mt-647954,oto
2017 Toyota Veloz 1.5L AT,Rp 60 Juta,"32,179 Km",Bensin,,Blitar,,,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-1-5l-at-648050,oto
2016 Toyota Avanza G 1.5L MT,Rp 60 Juta,"65,432 Km",Bensin,,Tangerang,,,https://www.oto.com/detail-mobil-bekas/toyota-avanza-g-1-5l-mt-647952,oto
2016 Toyota Avanza 1.5 G CVT,Rp 60 Juta,"32,198 Km",Bensin,Cvt,Blitar,7 seat,1496 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-1-5-g-cvt-648006,oto
2010 Ford Ranger DC 2.5 XLT 4X4 MT,Rp 54 Juta,"43,289 Km",Diesel,,Medan,,,https://www.oto.com/detail-mobil-bekas/ford-ranger-dc-2-5-xlt-4x4-mt-646418,oto
2000 Toyota Kijang  1.8L LGX,Rp 32 Juta,"146,375 Km",Bensin,Manual,Bandung,8 seat,1781 CC,https://www.oto.com/detail-mobil-bekas/toyota-kijang-1997-2004-1-8l-lgx-649519,oto
2016 Daihatsu Ayla 1.0L M MT,Rp 49 Juta,"75,000 Km",Bensin,Manual,Jakarta Selatan,5 seat,998 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-0l-m-mt-649458,oto
