Title,Price,KM,Fuel Type,Transmission,Location,Seats,Engine,Link,Source
2016 Honda Mobilio  RS CVT,160000000,60000,Bensin,Cvt,Jakarta Timur,6,1496 CC,https://www.oto.com/detail-mobil-bekas/honda-mobilio-2013-2018-rs-cvt-621080,oto
2016 Honda Mobilio  RS CVT,160000000,50000,Bensin,Cvt,Jakarta Timur,6,1496 CC,https://www.oto.com/detail-mobil-bekas/honda-mobilio-2013-2018-rs-cvt-621078,oto
2016 Honda Mobilio  1.5 E MT CKD,136000000,60235,Bensin,Unknown,Jakarta Timur,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-mobilio-2013-2018-1-5-e-mt-ckd-613864,oto
2009 Toyota Camry  2.4 V AT,115000000,123856,Bensin,Otomatis,Jakarta Timur,5,2362 CC,https://www.oto.com/detail-mobil-bekas/toyota-camry-2006-2015-2-4-v-at-542556,oto
2022 Toyota Rush 1.5 S AT GR Sport,263000000,11096,Bensin,Otomatis,Bantul,7,1496 CC,https://www.oto.com/detail-mobil-bekas/toyota-rush-1-5-s-at-gr-sport-650697,oto
2022 Toyota Rush 1.5 S AT GR Sport,263000000,11097,Bensin,Otomatis,Bantul,7,1496 CC,https://www.oto.com/detail-mobil-bekas/toyota-rush-1-5-s-at-gr-sport-650698,oto
2022 Toyota Rush 1.5 S AT GR Sport,263000000,11095,Bensin,Otomatis,Bantul,7,1496 CC,https://www.oto.com/detail-mobil-bekas/toyota-rush-1-5-s-at-gr-sport-650694,oto
2019 Honda Brio Satya E M/T,130000000,63000,Bensin,Manual,Sleman,5,1199 CC,https://www.oto.com/detail-mobil-bekas/honda-brio-satya-e-mt-650695,oto
2017 Honda Mobilio E CVT,157000000,103000,Bensin,Cvt,Sleman,7,1496 CC,https://www.oto.com/detail-mobil-bekas/honda-mobilio-e-cvt-650620,oto
2014 Toyota Yaris G CVT 3 AB,145000000,96000,Bensin,Cvt,Sleman,5,1496 CC,https://www.oto.com/detail-mobil-bekas/toyota-yaris-g-cvt-3-ab-650619,oto
2019 Toyota Avanza 1.3E MT,145000000,171000,Bensin,Manual,Jakarta Timur,7,1329 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-1-3e-mt-650667,oto
2017 Toyota Calya G AT,1115000000,103000,Bensin,Otomatis,Jakarta Timur,7,1197 CC,https://www.oto.com/detail-mobil-bekas/toyota-calya-g-at-650680,oto
2011 Daihatsu Xenia  1.3L R DLX MT,94000000,151347,Bensin,Unknown,Jakarta Timur,0,Unknown,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-2009-2018-1-3l-r-dlx-mt-650679,oto
2023 Daihatsu Sigra 1.2 R DLX MT,1325000000,12993,Bensin,Manual,Jakarta Timur,7,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-sigra-1-2-r-dlx-mt-650686,oto
2020 Mitsubishi Xpander Cross  CROSS 1.5 MT,243000000,14798,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/mitsubishi-xpander-cross-2019-2021-cross-1-5-mt-650688,oto
2020 Mitsubishi Xpander Cross  CROSS 1.5 MT,243000000,14780,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/mitsubishi-xpander-cross-2019-2021-cross-1-5-mt-650691,oto
2020 Mitsubishi Xpander Cross  CROSS 1.5 MT,243000000,14800,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/mitsubishi-xpander-cross-2019-2021-cross-1-5-mt-650692,oto
2015 Nissan March 1.2L XS AT,109000000,73000,Bensin,Otomatis,Sleman,5,1198 CC,https://www.oto.com/detail-mobil-bekas/nissan-march-1-2l-xs-at-650621,oto
2015 Mazda 2  Hatchback GT 1.5L AT,177000000,80000,Bensin,Unknown,Sleman,0,Unknown,https://www.oto.com/detail-mobil-bekas/mazda-2-hatchback-gt-1-5l-at-650618,oto
2018 Mitsubishi Xpander Ultimate CVT,208000000,82000,Bensin,Cvt,Sleman,7,1499 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-xpander-ultimate-cvt-650615,oto
2022 Hyundai Creta Prime IVT,339000000,52000,Bensin,Cvt,Sleman,5,1497 CC,https://www.oto.com/detail-mobil-bekas/hyundai-creta-prime-ivt-650601,oto
2015 Toyota Rush S TRD SPORTIVO 1.5L MT,174000000,46458,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-rush-s-trd-sportivo-1-5l-mt-650545,oto
2015 Toyota Rush S TRD SPORTIVO 1.5L MT,174000000,46457,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-rush-s-trd-sportivo-1-5l-mt-650544,oto
2013 Toyota Avanza  1.3 G MT,120000000,184439,Bensin,Manual,Sukabumi,7,1329 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-2011-2015-1-3-g-mt-650531,oto
2022 Toyota Fortuner 4x2 2.8 GR Sport AT DSL,529000000,57000,Diesel,Otomatis,Sleman,7,2755 CC,https://www.oto.com/detail-mobil-bekas/toyota-fortuner-4x2-2-8-gr-sport-at-dsl-650536,oto
2021 Toyota Fortuner 2.4 GR Sport AT,509000000,15000,Diesel,Otomatis,Sleman,7,2393 CC,https://www.oto.com/detail-mobil-bekas/toyota-fortuner-2-4-gr-sport-at-650533,oto
2013 Toyota Yaris E 1.5L AT,135000000,59000,Bensin,Unknown,Sleman,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-yaris-e-1-5l-at-650534,oto
2013 Toyota Fortuner 2.4 G AT,275000000,98000,Diesel,Otomatis,Sleman,7,2393 CC,https://www.oto.com/detail-mobil-bekas/toyota-fortuner-2-4-g-at-650537,oto
2007 Toyota Kijang Innova 2.0 G AT,105000000,106000,Bensin,Unknown,Sleman,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-kijang-innova-2-0-g-at-650511,oto
2022 Toyota Kijang Innova REBORN 2.4 G AT DIESEL,406000000,12654,Diesel,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-kijang-innova-reborn-2-4-g-at-diesel-650562,oto
2020 Toyota Avanza Veloz  1.5 AT,213000000,23709,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-2012-2018-1-5-at-646154,oto
2020 Honda Jazz RS CVT,276000000,10304,Bensin,Cvt,Bantul,5,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-jazz-rs-cvt-641579,oto
2019 Toyota Avanza 1.3G MT,179000000,18103,Bensin,Manual,Bantul,7,1329 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-1-3g-mt-639966,oto
2019 Toyota Kijang Innova REBORN 2.4 G AT DIESEL,339000000,62356,Diesel,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-kijang-innova-reborn-2-4-g-at-diesel-646490,oto
2019 Honda Jazz RS CVT,265000000,21000,Bensin,Cvt,Sleman,5,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-jazz-rs-cvt-650532,oto
2015 Toyota Yaris  G AT,148000000,97616,Bensin,Unknown,Sleman,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-yaris-2009-2018-g-at-650488,oto
2007 Toyota Kijang Innova 2.0 G AT,105000000,106251,Bensin,Unknown,Sleman,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-kijang-innova-2-0-g-at-650489,oto
2004 Daihatsu Xenia  M VVTI 1.0 MT,70000000,65416,Bensin,Unknown,Sleman,0,Unknown,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-2003-2008-m-vvti-1-0-mt-650585,oto
2018 Toyota Avanza  1.3 G M/T,160000000,89181,Bensin,Manual,Sukabumi,7,1329 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-2009-2018-1-3-g-mt-650528,oto
2018 Daihatsu Ayla 1.2L R AT,125000000,56000,Bensin,Otomatis,Sleman,5,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-2l-r-at-650535,oto
2023 Suzuki Baleno  HB A/T,242000000,11085,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-baleno-2017-2019-hb-at-650581,oto
2023 Suzuki Baleno  HB A/T,242000000,11086,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-baleno-2017-2019-hb-at-650582,oto
2017 Daihatsu Sigra 1.2 R DLX MT,119000000,31867,Bensin,Manual,Bantul,7,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-sigra-1-2-r-dlx-mt-650643,oto
2019 Suzuki Carry 1.0 Standar PU,118000000,13507,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-carry-1-0-standar-pu-650655,oto
2019 Suzuki Carry 1.0 Standar PU,118000000,13508,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-carry-1-0-standar-pu-650656,oto
2017 Daihatsu Sigra 1.2 R DLX MT,119000000,31869,Bensin,Manual,Bantul,7,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-sigra-1-2-r-dlx-mt-650645,oto
2017 Daihatsu Sigra 1.2 R DLX MT,119000000,31868,Bensin,Manual,Bantul,7,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-sigra-1-2-r-dlx-mt-650644,oto
2019 Mitsubishi Xpander GLS CVT,1665000000,75215,Bensin,Cvt,Jakarta Timur,7,1499 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-xpander-gls-cvt-650666,oto
2020 Daihatsu Xenia 1.5 R MT,174000000,34479,Bensin,Manual,Bantul,7,1498 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-1-5-r-mt-650671,oto
2020 Daihatsu Xenia 1.5 R MT,174000000,34476,Bensin,Manual,Bantul,7,1498 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-1-5-r-mt-650668,oto
2020 Daihatsu Xenia 1.5 R MT,174000000,34477,Bensin,Manual,Bantul,7,1498 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-1-5-r-mt-650669,oto
2022 Toyota Kijang Innova REBORN 2.4 G AT DIESEL,413000000,4738,Diesel,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-kijang-innova-reborn-2-4-g-at-diesel-645895,oto
2022 Toyota Kijang Innova REBORN 2.4 G AT DIESEL,406000000,12655,Diesel,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-kijang-innova-reborn-2-4-g-at-diesel-650563,oto
2022 Toyota Kijang Innova REBORN 2.4 G AT DIESEL,406000000,12656,Diesel,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-kijang-innova-reborn-2-4-g-at-diesel-650564,oto
2022 Toyota Kijang Innova REBORN 2.4 G AT DIESEL,406000000,12657,Diesel,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-kijang-innova-reborn-2-4-g-at-diesel-650565,oto
2020 Honda Jazz VTEC 1.5L AT,275000000,11736,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-jazz-vtec-1-5l-at-646353,oto
2017 Toyota Rush  Ultimo TRD Sportivo M/T,195000000,43787,Bensin,Manual,Bantul,5,1495 CC,https://www.oto.com/detail-mobil-bekas/toyota-rush-2015-2018-ultimo-trd-sportivo-mt-650580,oto
2017 Toyota Rush  Ultimo TRD Sportivo M/T,195000000,43785,Bensin,Manual,Bantul,5,1495 CC,https://www.oto.com/detail-mobil-bekas/toyota-rush-2015-2018-ultimo-trd-sportivo-mt-650578,oto
2017 Toyota Rush  Ultimo TRD Sportivo M/T,195000000,43786,Bensin,Manual,Bantul,5,1495 CC,https://www.oto.com/detail-mobil-bekas/toyota-rush-2015-2018-ultimo-trd-sportivo-mt-650579,oto
2017 Toyota Rush  Ultimo TRD Sportivo M/T,195000000,43784,Bensin,Manual,Bantul,5,1495 CC,https://www.oto.com/detail-mobil-bekas/toyota-rush-2015-2018-ultimo-trd-sportivo-mt-650577,oto
2015 Toyota Rush S TRD SPORTIVO 1.5L MT,174000000,46459,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-rush-s-trd-sportivo-1-5l-mt-650546,oto
2017 Toyota Fortuner 2.4 VRZ AT,395000000,53000,Diesel,Otomatis,Sleman,7,2393 CC,https://www.oto.com/detail-mobil-bekas/toyota-fortuner-2-4-vrz-at-650556,oto
2015 Toyota Rush S TRD SPORTIVO 1.5L MT,174000000,46456,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-rush-s-trd-sportivo-1-5l-mt-650543,oto
2017 Daihatsu Sigra 1.2 R DLX MT,119000000,31867,Bensin,Manual,Bantul,7,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-sigra-1-2-r-dlx-mt-650643,oto
2019 Suzuki Carry 1.0 Standar PU,118000000,13507,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-carry-1-0-standar-pu-650655,oto
2019 Suzuki Carry 1.0 Standar PU,118000000,13508,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-carry-1-0-standar-pu-650656,oto
2017 Daihatsu Sigra 1.2 R DLX MT,119000000,31869,Bensin,Manual,Bantul,7,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-sigra-1-2-r-dlx-mt-650645,oto
2017 Daihatsu Sigra 1.2 R DLX MT,119000000,31868,Bensin,Manual,Bantul,7,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-sigra-1-2-r-dlx-mt-650644,oto
2019 Mitsubishi Xpander GLS CVT,1665000000,75215,Bensin,Cvt,Jakarta Timur,7,1499 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-xpander-gls-cvt-650666,oto
2020 Daihatsu Xenia 1.5 R MT,174000000,34479,Bensin,Manual,Bantul,7,1498 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-1-5-r-mt-650671,oto
2020 Daihatsu Xenia 1.5 R MT,174000000,34476,Bensin,Manual,Bantul,7,1498 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-1-5-r-mt-650668,oto
2020 Daihatsu Xenia 1.5 R MT,174000000,34477,Bensin,Manual,Bantul,7,1498 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-1-5-r-mt-650669,oto
2022 Toyota Kijang Innova REBORN 2.4 G AT DIESEL,413000000,4738,Diesel,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-kijang-innova-reborn-2-4-g-at-diesel-645895,oto
2022 Toyota Kijang Innova REBORN 2.4 G AT DIESEL,406000000,12655,Diesel,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-kijang-innova-reborn-2-4-g-at-diesel-650563,oto
2022 Toyota Kijang Innova REBORN 2.4 G AT DIESEL,406000000,12656,Diesel,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-kijang-innova-reborn-2-4-g-at-diesel-650564,oto
2022 Toyota Kijang Innova REBORN 2.4 G AT DIESEL,406000000,12657,Diesel,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-kijang-innova-reborn-2-4-g-at-diesel-650565,oto
2020 Honda Jazz VTEC 1.5L AT,275000000,11736,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-jazz-vtec-1-5l-at-646353,oto
2017 Toyota Rush  Ultimo TRD Sportivo M/T,195000000,43787,Bensin,Manual,Bantul,5,1495 CC,https://www.oto.com/detail-mobil-bekas/toyota-rush-2015-2018-ultimo-trd-sportivo-mt-650580,oto
2017 Toyota Rush  Ultimo TRD Sportivo M/T,195000000,43785,Bensin,Manual,Bantul,5,1495 CC,https://www.oto.com/detail-mobil-bekas/toyota-rush-2015-2018-ultimo-trd-sportivo-mt-650578,oto
2017 Toyota Rush  Ultimo TRD Sportivo M/T,195000000,43786,Bensin,Manual,Bantul,5,1495 CC,https://www.oto.com/detail-mobil-bekas/toyota-rush-2015-2018-ultimo-trd-sportivo-mt-650579,oto
2017 Toyota Rush  Ultimo TRD Sportivo M/T,195000000,43784,Bensin,Manual,Bantul,5,1495 CC,https://www.oto.com/detail-mobil-bekas/toyota-rush-2015-2018-ultimo-trd-sportivo-mt-650577,oto
2015 Toyota Rush S TRD SPORTIVO 1.5L MT,174000000,46459,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-rush-s-trd-sportivo-1-5l-mt-650546,oto
2017 Toyota Fortuner 2.4 VRZ AT,395000000,53000,Diesel,Otomatis,Sleman,7,2393 CC,https://www.oto.com/detail-mobil-bekas/toyota-fortuner-2-4-vrz-at-650556,oto
2015 Toyota Rush S TRD SPORTIVO 1.5L MT,174000000,46456,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-rush-s-trd-sportivo-1-5l-mt-650543,oto
2023 Suzuki Baleno  HB A/T,242000000,11088,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-baleno-2017-2019-hb-at-650584,oto
2023 Suzuki Baleno  HB A/T,242000000,11087,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-baleno-2017-2019-hb-at-650583,oto
2013 Honda Freed  PSD,168000000,78000,Bensin,Otomatis,Sleman,7,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-freed-2009-2016-psd-650538,oto
2020 Nissan Livina  VL AT,205000000,43856,Bensin,Otomatis,Bantul,7,1499 CC,https://www.oto.com/detail-mobil-bekas/nissan-livina-vl-at-650504,oto
2020 Nissan Livina  VL AT,205000000,43854,Bensin,Otomatis,Bantul,7,1499 CC,https://www.oto.com/detail-mobil-bekas/nissan-livina-vl-at-650502,oto
2020 Nissan Livina  VL AT,205000000,43853,Bensin,Otomatis,Bantul,7,1499 CC,https://www.oto.com/detail-mobil-bekas/nissan-livina-vl-at-650501,oto
2020 Nissan Livina  VL AT,205000000,43855,Bensin,Otomatis,Bantul,7,1499 CC,https://www.oto.com/detail-mobil-bekas/nissan-livina-vl-at-650503,oto
2018 Honda BRV E MT,197000000,9886,Bensin,Manual,Bantul,7,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-br-v-e-mt-650497,oto
2018 Honda BRV E MT,197000000,9887,Bensin,Manual,Bantul,7,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-br-v-e-mt-650498,oto
2018 Honda BRV E MT,197000000,9888,Bensin,Manual,Bantul,7,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-br-v-e-mt-650499,oto
2018 Honda BRV E MT,197000000,9889,Bensin,Manual,Bantul,7,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-br-v-e-mt-650500,oto
2014 Suzuki Karimun Wagon R  GL M/T,85000000,42158,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-karimun-wagon-r-2008-2012-new-gl-mt-650477,oto
2014 Suzuki Karimun Wagon R  GL M/T,85000000,42155,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-karimun-wagon-r-2008-2012-new-gl-mt-650474,oto
2014 Suzuki Karimun Wagon R  GL M/T,85000000,42157,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-karimun-wagon-r-2008-2012-new-gl-mt-650476,oto
2014 Suzuki Karimun Wagon R  GL M/T,85000000,42156,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-karimun-wagon-r-2008-2012-new-gl-mt-650475,oto
2012 BMW 3 Series Sedan 320i Sport,190000000,121000,Bensin,Otomatis,Sleman,5,1998 CC,https://www.oto.com/detail-mobil-bekas/bmw-3-series-sedan-320i-sport-650634,oto
2008 Toyota Vios G M/T,95000000,181000,Bensin,Manual,Sleman,5,1496 CC,https://www.oto.com/detail-mobil-bekas/toyota-vios-g-mt-650566,oto
2022 Mitsubishi L300 Pickup Standard,175000000,47919,Diesel,Manual,Sukabumi,3,2477 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-l300-pickup-standard-650529,oto
2019 Mitsubishi L300 Pickup Standard,145000000,44212,Diesel,Manual,Sukabumi,3,2477 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-l300-pickup-standard-650527,oto
2024 Suzuki Grand Vitara GX,363000000,4311,Bensin,Otomatis,Bantul,5,1462 CC,https://www.oto.com/detail-mobil-bekas/suzuki-grand-vitara-gx-645891,oto
2024 Mitsubishi Pajero Sport Dakar AT 4x2,575000000,6032,Diesel,Otomatis,Bantul,7,2442 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-pajero-sport-dakar-at-4x2-650550,oto
2022 Toyota Yaris 1.5 S CVT GR Sport 7 AB,259000000,27027,Bensin,Cvt,Bantul,5,1496 CC,https://www.oto.com/detail-mobil-bekas/toyota-yaris-1-5-s-cvt-gr-sport-7-ab-650380,oto
2022 Toyota Yaris 1.5 S CVT GR Sport 7 AB,259000000,27028,Bensin,Cvt,Bantul,5,1496 CC,https://www.oto.com/detail-mobil-bekas/toyota-yaris-1-5-s-cvt-gr-sport-7-ab-650381,oto
2022 Toyota Yaris 1.5 S CVT GR Sport 7 AB,259000000,27029,Bensin,Cvt,Bantul,5,1496 CC,https://www.oto.com/detail-mobil-bekas/toyota-yaris-1-5-s-cvt-gr-sport-7-ab-650382,oto
2021 Toyota Agya 1.2L G AT TRD,152000000,4942,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-agya-1-2l-g-at-trd-650383,oto
2021 Toyota Agya 1.2L G AT TRD,152000000,4945,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-agya-1-2l-g-at-trd-650386,oto
2021 Toyota Agya 1.2L G AT TRD,152000000,4944,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-agya-1-2l-g-at-trd-650385,oto
2021 Toyota Agya 1.2L G AT TRD,152000000,4943,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-agya-1-2l-g-at-trd-650384,oto
2013 Toyota Avanza  1.3 G MT,139000000,38291,Bensin,Manual,Bantul,7,1329 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-2011-2015-1-3-g-mt-650375,oto
2018 Toyota Avanza Veloz  1.3 MT,178000000,14735,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-2012-2018-1-3-mt-650344,oto
2018 Toyota Avanza Veloz  1.3 MT,178000000,14734,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-2012-2018-1-3-mt-650343,oto
2018 Toyota Avanza Veloz  1.3 MT,178000000,14732,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-2012-2018-1-3-mt-650341,oto
2014 Toyota Avanza  1.3 G MT,142000000,26877,Bensin,Manual,Bantul,7,1329 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-2011-2015-1-3-g-mt-650315,oto
2014 Toyota Avanza  1.3 G MT,142000000,26874,Bensin,Manual,Bantul,7,1329 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-2011-2015-1-3-g-mt-650312,oto
2020 Daihatsu Xenia  X MT 1.3 DLX,166000000,38564,Bensin,Manual,Bantul,7,1329 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-2019-2021-x-mt-1-3-dlx-650261,oto
2020 Daihatsu Xenia  X MT 1.3 DLX,166000000,38567,Bensin,Manual,Bantul,7,1329 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-2019-2021-x-mt-1-3-dlx-650264,oto
2020 Daihatsu Xenia  X MT 1.3 DLX,166000000,38566,Bensin,Manual,Bantul,7,1329 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-2019-2021-x-mt-1-3-dlx-650263,oto
2020 Toyota Avanza 1.3E MT,173000000,34229,Bensin,Manual,Bantul,7,1329 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-1-3e-mt-650273,oto
2020 Toyota Avanza 1.3E MT,173000000,34227,Bensin,Manual,Bantul,7,1329 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-1-3e-mt-650271,oto
2020 Toyota Avanza 1.3E MT,173000000,34226,Bensin,Manual,Bantul,7,1329 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-1-3e-mt-650270,oto
2020 Toyota Avanza  1.3 G M/T,194000000,10618,Bensin,Manual,Bantul,7,1329 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-2009-2018-1-3-g-mt-650234,oto
2020 Toyota Avanza  1.3 G M/T,194000000,10619,Bensin,Manual,Bantul,7,1329 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-2009-2018-1-3-g-mt-650235,oto
2024 Mitsubishi Pajero Sport Dakar AT 4x2,575000000,6030,Diesel,Otomatis,Bantul,7,2442 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-pajero-sport-dakar-at-4x2-650548,oto
2024 Mitsubishi Pajero Sport Dakar AT 4x2,575000000,6031,Diesel,Otomatis,Bantul,7,2442 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-pajero-sport-dakar-at-4x2-650549,oto
2024 Mitsubishi Pajero Sport Dakar AT 4x2,575000000,6029,Diesel,Otomatis,Bantul,7,2442 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-pajero-sport-dakar-at-4x2-650547,oto
2023 Toyota Kijang Innova Zenix 2.0L G CVT,388000000,28000,Bensin,Cvt,Sleman,7,1987 CC,https://www.oto.com/detail-mobil-bekas/toyota-kijang-innova-zenix-2-0l-g-cvt-650555,oto
2018 Wuling Confero S 1.5 L,99000000,70525,Bensin,Manual,Sleman,7,1485 CC,https://www.oto.com/detail-mobil-bekas/wuling-confero-s-1-5-l-650496,oto
2018 Wuling Confero S 1.5 C,100000000,87383,Bensin,Manual,Sleman,7,1485 CC,https://www.oto.com/detail-mobil-bekas/wuling-confero-s-1-5-c-650491,oto
2018 Wuling Confero S 1.5L MT,84000000,81357,Bensin,Manual,Sleman,8,1485 CC,https://www.oto.com/detail-mobil-bekas/wuling-confero-s-1-5l-mt-650490,oto
2021 Toyota Fortuner VRZ 4X2 TRD 2.4L AT,495000000,18000,Diesel,Unknown,Surabaya,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-fortuner-vrz-4x2-trd-2-4l-at-628214,oto
2014 Mitsubishi Pajero Sport  EXCEED 2.4 A/T,255000000,54000,Diesel,Unknown,Surabaya,0,Unknown,https://www.oto.com/detail-mobil-bekas/mitsubishi-pajero-sport-2015-exceed-2-4-at-628280,oto
2012 Daihatsu Xenia  1.0 M MT,103000000,100000,Bensin,Unknown,Bandung,0,Unknown,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-2009-2018-1-0-m-mt-612987,oto
2023 Honda Brio E 1.3L M/T,156000000,12315,Bensin,Unknown,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-brio-e-1-3l-mt-650450,oto
2023 Honda Brio  E MT,156000000,12312,Bensin,Manual,Bantul,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-brio-2012-2015-e-mt-650447,oto
