Title,Price,KM,Fuel Type,Transmission,Location,Seats,Engine,Link,Source
2014 Nissan March 1.2L MT,65000000,12345,Bensin,Manual,Palembang,5,1198 CC,https://www.oto.com/detail-mobil-bekas/nissan-march-1-2l-mt-632993,oto
2015 Honda Mobilio RS 1.5L MT,75000000,12345,Bensin,Unknown,Palembang,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-mobilio-rs-1-5l-mt-632998,oto
2017 Kia Picanto AT,50000000,12345,Bensin,Unknown,Palembang,0,Unknown,https://www.oto.com/detail-mobil-bekas/kia-picanto-at-632995,oto
2008 Isuzu Panther LM,45000000,12345,Diesel,Unknown,Palembang,0,Unknown,https://www.oto.com/detail-mobil-bekas/isuzu-panther-lm-632994,oto
2016 Honda Brio RS,65000000,55000,Bensin,Manual,Banda Aceh,5,1199 CC,https://www.oto.com/detail-mobil-bekas/honda-brio-rs-633053,oto
2005 Nissan X-Trail  2.5L 4AT 4x4,50000000,138000,Bensin,Otomatis,Banda Aceh,5,2488 CC,https://www.oto.com/detail-mobil-bekas/nissan-x-trail-2003-2008-2-5l-4at-4x4-633051,oto
2013 Suzuki Ertiga GX 1.4L MT,51000000,101000,Bensin,Unknown,Banda Aceh,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-ertiga-gx-1-4l-mt-633056,oto
2019 Daihatsu Gran Max PU 1.5 AC PS SUPER,62000000,52000,Diesel,Unknown,Banda Aceh,0,Unknown,https://www.oto.com/detail-mobil-bekas/daihatsu-gran-max-pu-1-5-ac-ps-super-633050,oto
2009 Toyota Avanza G 1.5L MT,45000000,154000,Bensin,Unknown,Banda Aceh,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-g-1-5l-mt-633052,oto
2014 Daihatsu Ayla 1.2L X AT,45000000,12345,Bensin,Otomatis,Palembang,5,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-2l-x-at-633001,oto
2014 Datsun GO  T 1.2 MT,40000000,12345,Bensin,Unknown,Palembang,0,Unknown,https://www.oto.com/detail-mobil-bekas/datsun-go-2014-2017-t-1-2-mt-633000,oto
2019 Daihatsu Ayla 1.0L M MT,42000000,39000,Bensin,Manual,Surabaya,5,998 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-0l-m-mt-632529,oto
2017 Daihatsu Terios R A/T,52000000,57000,Bensin,Otomatis,Surabaya,7,1496 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-terios-r-at-632539,oto
2018 Toyota Veloz 1.3 AT GR Limited,77000000,80000,Bensin,Otomatis,Surabaya,7,1329 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-1-3-at-gr-limited-632540,oto
2020 Suzuki Carry 1.5L PU WIDE DECK,50000000,2900,Bensin,Unknown,Yogyakarta,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-carry-1-5l-pu-wide-deck-630052,oto
2018 Honda Brio RS 1.2L AT,75000000,2800,Bensin,Unknown,Yogyakarta,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-brio-rs-1-2l-at-630049,oto
2020 Honda Jazz  1.5L RS AT,48000000,45000,Bensin,Otomatis,Tangerang,5,1496 CC,https://www.oto.com/detail-mobil-bekas/honda-jazz-2008-2013-1-5l-rs-at-632205,oto
2022 Toyota Avanza 1.5 G CVT TSS,63000000,20000,Bensin,Cvt,Denpasar,7,1496 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-1-5-g-cvt-tss-632167,oto
2020 Honda Jazz RS CVT,67000000,30000,Bensin,Cvt,Jakarta Pusat,5,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-jazz-rs-cvt-632166,oto
2021 Toyota Rush S TRD SPORTIVO 1.5L AT,75000000,21000,Bensin,Unknown,Jakarta Selatan,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-rush-s-trd-sportivo-1-5l-at-632165,oto
2018 Toyota Rush S 1.5L MT,50000000,3285,Bensin,Unknown,Jakarta Pusat,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-rush-s-1-5l-mt-632164,oto
2016 Honda Brio SPORT IVTEC E 1.3L AT,48000000,45000,Bensin,Unknown,Denpasar,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-brio-sport-ivtec-e-1-3l-at-632181,oto
2016 Daihatsu Ayla D 1 AT,49000000,45000,Bensin,Unknown,Surabaya,0,Unknown,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-d-1-at-632182,oto
2013 Honda CR-V 1.5L Turbo,77000000,3800,Bensin,Cvt,Yogyakarta,7,1498 CC,https://www.oto.com/detail-mobil-bekas/honda-cr-v-1-5l-turbo-630051,oto
2015 Honda HRV 1.5L E CVT,75000000,3580,Bensin,Cvt,Yogyakarta,5,1498 CC,https://www.oto.com/detail-mobil-bekas/honda-hr-v-1-5l-e-cvt-630048,oto
2016 Toyota Kijang Innova Zenix 2.0L G CVT,47000000,25477,Bensin,Cvt,Surabaya,7,1987 CC,https://www.oto.com/detail-mobil-bekas/toyota-kijang-innova-zenix-2-0l-g-cvt-632264,oto
2016 Nissan X Trail ST 2.5L MT,48000000,2547,Bensin,Unknown,Tangerang,0,Unknown,https://www.oto.com/detail-mobil-bekas/nissan-x-trail-st-2-5l-mt-632265,oto
2016 Mitsubishi Xpander GLX M/T,57000000,2547,Bensin,Manual,Denpasar,7,1499 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-xpander-glx-mt-632739,oto
2015 Honda Jazz  1.5L RS AT,57000000,25477,Bensin,Otomatis,Pekanbaru,5,1496 CC,https://www.oto.com/detail-mobil-bekas/honda-jazz-2008-2013-1-5l-rs-at-632723,oto
2013 Toyota Avanza VVT-i G 1.3L MT,47000000,2547,Bensin,Unknown,Palembang,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-vvt-i-g-1-3l-mt-632752,oto
2016 Honda CR-V 2.0L RS eHEV,57000000,2547,Bensin,E-cvt,Kutai Timur,7,1993 CC,https://www.oto.com/detail-mobil-bekas/honda-cr-v-2-0l-rs-ehev-632897,oto
2016 Honda Jazz  IVTEC RS 1.5 MT,57000000,2547,Bensin,Unknown,Denpasar,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-jazz-2008-2013-ivtec-rs-1-5-mt-632898,oto
2018 Suzuki Ertiga GX 1.4L MT,47000000,70000,Bensin,Unknown,Bandung,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-ertiga-gx-1-4l-mt-632144,oto
2017 Toyota Veloz 1.3 AT GR Limited,57000000,80000,Bensin,Otomatis,Bekasi,7,1329 CC,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-1-3-at-gr-limited-630919,oto
2019 Honda Mobilio S MT,63000000,40000,Bensin,Manual,Bekasi,7,1496 CC,https://www.oto.com/detail-mobil-bekas/honda-mobilio-s-mt-630932,oto
2017 Honda BRV E CVT,62000000,20000,Bensin,Cvt,Denpasar,7,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-br-v-e-cvt-632297,oto
2019 Honda Mobilio E CVT,62000000,20000,Bensin,Cvt,Denpasar,7,1496 CC,https://www.oto.com/detail-mobil-bekas/honda-mobilio-e-cvt-632296,oto
2018 Honda Jazz RS CVT,52000000,20000,Bensin,Cvt,Denpasar,5,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-jazz-rs-cvt-632301,oto
2017 Honda CR-V 2.0L RS eHEV,77000000,50000,Bensin,E-cvt,Denpasar,7,1993 CC,https://www.oto.com/detail-mobil-bekas/honda-cr-v-2-0l-rs-ehev-631687,oto
2020 Daihatsu Ayla 1.2L R MT DLX,42000000,50000,Bensin,Manual,Denpasar,5,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-2l-r-mt-dlx-631676,oto
2018 Daihatsu Terios X A/T Deluxe,64000000,100000,Bensin,Otomatis,Denpasar,7,1496 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-terios-x-at-deluxe-631674,oto
2012 Toyota Avanza G 1.3L AT,35000000,100000,Bensin,Unknown,Denpasar,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-g-1-3l-at-631735,oto
2021 Toyota Avanza Veloz  1.5 AT,78000000,6000,Bensin,Unknown,Denpasar,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-2012-2018-1-5-at-617313,oto
2016 Toyota Yaris S TRD 1.5L AT,75000000,3500,Bensin,Unknown,Medan,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-yaris-s-trd-1-5l-at-599733,oto
2009 Toyota Harrier 2.4 240G AT,80000000,116500,Bensin,Unknown,Medan,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-harrier-2-4-240g-at-618861,oto
2019 Toyota Avanza G 1.3L MT,73000000,19000,Bensin,Unknown,Jepara,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-g-1-3l-mt-617194,oto
2020 Toyota Agya G TRD 1.0L MT,70000000,30000,Bensin,Unknown,Jepara,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-agya-g-trd-1-0l-mt-617195,oto
2015 Toyota Yaris TRD SPORTIVO 1.5L MT,78000000,30000,Bensin,Unknown,Jepara,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-yaris-trd-sportivo-1-5l-mt-617201,oto
2019 Toyota Avanza VVT-i G 1.3L MT,75000000,42000,Bensin,Unknown,Pekanbaru,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-vvt-i-g-1-3l-mt-620806,oto
2020 Toyota Agya 1.2L G AT TRD,70000000,41000,Bensin,Unknown,Pekanbaru,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-agya-1-2l-g-at-trd-620814,oto
2019 Toyota Veloz 1.5L AT,79000000,19000,Bensin,Unknown,Pekanbaru,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-1-5l-at-620835,oto
2018 Suzuki Ertiga GL 1.4L MT,64000000,56000,Bensin,Unknown,Sidoarjo,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-ertiga-gl-1-4l-mt-622053,oto
2019 Datsun Cross  1.2 AT,66000000,55000,Bensin,Unknown,Sidoarjo,0,Unknown,https://www.oto.com/detail-mobil-bekas/datsun-cross-1-2-at-622040,oto
2018 Toyota Avanza Veloz  1.3 AT,75000000,57000,Bensin,Unknown,Sidoarjo,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-2012-2018-1-3-at-622032,oto
2020 Suzuki Carry 1.5L PU FLAT DECK,60000000,35000,Bensin,Unknown,Tasikmalaya,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-carry-1-5l-pu-flat-deck-591788,oto
2018 Toyota Avanza Veloz  1.5 AT,75000000,57000,Bensin,Unknown,Sidoarjo,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-2012-2018-1-5-at-622025,oto
2017 Honda Brio i-VTEC E 1.2L AT,45000000,85000,Bensin,Unknown,Surabaya,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-brio-i-vtec-e-1-2l-at-632531,oto
2016 Honda Mobilio E 1.5L AT,57000000,30000,Bensin,Unknown,Surabaya,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-mobilio-e-1-5l-at-632533,oto
2015 Daihatsu Sirion 1.3L D AT,45000000,68000,Diesel,Unknown,Surabaya,0,Unknown,https://www.oto.com/detail-mobil-bekas/daihatsu-sirion-1-3l-d-at-632542,oto
2016 Honda Jazz  1.5L RS MT,57000000,45000,Bensin,Manual,Denpasar,5,1496 CC,https://www.oto.com/detail-mobil-bekas/honda-jazz-2008-2013-1-5l-rs-mt-633199,oto
2016 Suzuki Carry  Box,57000000,45000,Bensin,Manual,Palembang,9,1493 CC,https://www.oto.com/detail-mobil-bekas/suzuki-carry1999-2013-box-633200,oto
2016 Toyota Avanza E 1.3L MT,57000000,5346,Bensin,Unknown,Bekasi,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-e-1-3l-mt-633224,oto
2015 Honda HRV  1.8 Prestige,77000000,50000,Bensin,Otomatis,Denpasar,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-hr-v-2015-2018-1-8-prestige-631738,oto
2015 Honda HRV  1.8L PRESTIGE CVT,62000000,10000,Bensin,Unknown,Denpasar,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-hr-v-2015-2018-1-8l-prestige-cvt-631672,oto
2019 Honda Brio i-VTEC E 1.2L AT,52000000,50000,Bensin,Unknown,Denpasar,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-brio-i-vtec-e-1-2l-at-631679,oto
2015 Toyota Rush S TRD SPORTIVO 1.5L AT,52000000,10000,Bensin,Unknown,Denpasar,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-rush-s-trd-sportivo-1-5l-at-631675,oto
2019 Toyota Calya G AT,42000000,50000,Bensin,Otomatis,Surabaya,7,1197 CC,https://www.oto.com/detail-mobil-bekas/toyota-calya-g-at-630818,oto
2016 Honda BRV Prestige 1.5L AT,57000000,50000,Bensin,Unknown,Surabaya,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-br-v-prestige-1-5l-at-630819,oto
2018 Toyota Avanza E 1.3L MT,42000000,50000,Bensin,Unknown,Surabaya,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-e-1-3l-mt-630822,oto
2017 Toyota Agya 1.2L G M/T,39000000,50000,Bensin,Manual,Surabaya,5,1198 CC,https://www.oto.com/detail-mobil-bekas/toyota-agya-1-2l-g-mt-630820,oto
2002 Nissan Juke 1.5L RX CVT,35000000,138000,Bensin,Unknown,Surakarta,0,Unknown,https://www.oto.com/detail-mobil-bekas/nissan-juke-1-5l-rx-cvt-633323,oto
2012 Mitsubishi Mirage  Exceed,40000000,92000,Bensin,Cvt,Surakarta,5,1193 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-mirage-2012-2017-exceed-633321,oto
2018 Daihatsu Terios R A/T,75000000,26000,Bensin,Otomatis,Surakarta,7,1496 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-terios-r-at-633313,oto
2015 Toyota Calya G AT,45000000,62000,Bensin,Otomatis,Surakarta,7,1197 CC,https://www.oto.com/detail-mobil-bekas/toyota-calya-g-at-633315,oto
2012 Ford Everest TDCI 4×2 MT,58000000,160000,Diesel,Unknown,Surakarta,0,Unknown,https://www.oto.com/detail-mobil-bekas/ford-everest-tdci-42-mt-633317,oto
2019 Toyota Yaris G CVT 7 AB,78000000,17000,Bensin,Cvt,Denpasar,5,1496 CC,https://www.oto.com/detail-mobil-bekas/toyota-yaris-g-cvt-7-ab-632293,oto
2017 Honda Brio Satya E CVT,47000000,80000,Bensin,Cvt,Denpasar,5,1199 CC,https://www.oto.com/detail-mobil-bekas/honda-brio-satya-e-cvt-632295,oto
2015 Suzuki Splash GL 1.5L AT,52000000,60000,Bensin,Unknown,Denpasar,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-splash-gl-1-5l-at-604687,oto
2001 Daihatsu Taft GTL 4 X 4 M/T JEP,35000000,80000,Diesel,Unknown,Denpasar,0,Unknown,https://www.oto.com/detail-mobil-bekas/daihatsu-taft-1996-2007-gtl-4-x-4-mt-jep-604543,oto
2018 Daihatsu Sigra 1.2 X MT,60000000,34000,Bensin,Manual,Semarang,7,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-sigra-1-2-x-mt-626838,oto
2020 Honda Brio Satya S,60000000,24000,Bensin,Manual,Semarang,5,1199 CC,https://www.oto.com/detail-mobil-bekas/honda-brio-satya-s-626841,oto
2000 Daihatsu Taft ROCKY 4 X 4  M/T JEP,40000000,49000,Diesel,Unknown,Semarang,0,Unknown,https://www.oto.com/detail-mobil-bekas/daihatsu-taft-1996-2007-rocky-4-x-4-f75-mt-jep-626839,oto
2020 Suzuki Carry 1.5L PU FLAT DECK,60000000,44000,Bensin,Unknown,Semarang,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-carry-1-5l-pu-flat-deck-626848,oto
2019 Datsun Cross  1.2 MT,75000000,23500,Bensin,Unknown,Semarang,0,Unknown,https://www.oto.com/detail-mobil-bekas/datsun-cross-1-2-mt-626840,oto
2017 Daihatsu Grand Max 1.3 S401RV BLIND VAN MT,50000000,45000,Diesel,Unknown,Semarang,0,Unknown,https://www.oto.com/detail-mobil-bekas/daihatsu-grand-max-1-3-s401rv-blind-van-mt-626836,oto
2017 Daihatsu Terios R MT Custom,67000000,48000,Bensin,Manual,Tasikmalaya,7,1496 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-terios-r-mt-custom-627481,oto
2018 Honda Brio Satya E CVT,58000000,30000,Bensin,Cvt,Tasikmalaya,5,1199 CC,https://www.oto.com/detail-mobil-bekas/honda-brio-satya-e-cvt-627482,oto
2018 Toyota Calya G MT,69000000,44000,Bensin,Manual,Tasikmalaya,7,1197 CC,https://www.oto.com/detail-mobil-bekas/toyota-calya-g-mt-627483,oto
2017 Toyota Avanza Veloz  1.3 MT,70000000,43000,Bensin,Unknown,Tasikmalaya,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-2012-2018-1-3-mt-627478,oto
2019 Toyota Avanza E 1.3L MT,78000000,44000,Bensin,Unknown,Bandar Lampung,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-e-1-3l-mt-627470,oto
2018 Suzuki Ignis GX M/T,58000000,40000,Bensin,Unknown,Bandar Lampung,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-ignis-gx-mt-627471,oto
2017 Honda Jazz RS CVT,78000000,60000,Bensin,Cvt,Bogor,5,1497 CC,https://www.oto.com/detail-mobil-bekas/honda-jazz-rs-cvt-627468,oto
2022 Honda Brio RS,70000000,30000,Bensin,Manual,Bogor,5,1199 CC,https://www.oto.com/detail-mobil-bekas/honda-brio-rs-627457,oto
2019 Honda Brio Satya E,75000000,15000,Bensin,Manual,Bogor,5,1199 CC,https://www.oto.com/detail-mobil-bekas/honda-brio-satya-e-627447,oto
2020 Honda Jazz  IVTEC S 1.5 AT,57000000,5000,Bensin,Unknown,Bogor,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-jazz-2008-2013-ivtec-s-1-5-at-627454,oto
2019 Toyota Yaris S TRD 1.5L MT,65000000,55000,Bensin,Unknown,Bogor,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-yaris-s-trd-1-5l-mt-627467,oto
2019 Honda Freed  IVTEC 1.5L AT,65000000,45000,Bensin,Unknown,Bogor,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-freed-2014-2016-ivtec-1-5l-at-627464,oto
2018 Daihatsu Xenia 1.3 R MT,72000000,40000,Bensin,Manual,Tasikmalaya,7,1329 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-1-3-r-mt-627486,oto
2018 Toyota Calya G AT,66000000,40000,Bensin,Otomatis,Pontianak,7,1197 CC,https://www.oto.com/detail-mobil-bekas/toyota-calya-g-at-619236,oto
2017 Honda BRV E CVT PRESTIGE 1.5L AT,77000000,20000,Bensin,Unknown,Tegal,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-br-v-e-cvt-prestige-1-5l-at-626541,oto
2020 Honda Brio E 1.3L M/T,75000000,17000,Bensin,Unknown,Tegal,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-brio-e-1-3l-mt-626533,oto
2020 Suzuki Ertiga GL 1.4L MT,78000000,11000,Bensin,Unknown,Tegal,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-ertiga-gl-1-4l-mt-626538,oto
2017 Suzuki Ignis GL MT,55000000,57000,Bensin,Unknown,Tegal,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-ignis-gl-mt-626542,oto
2019 Honda Mobilio E 1.5L MT,70000000,40000,Bensin,Unknown,Tegal,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-mobilio-e-1-5l-mt-626532,oto
2017 Toyota Agya 1.0L G A/T,65000000,29000,Bensin,Otomatis,Tegal,5,998 CC,https://www.oto.com/detail-mobil-bekas/toyota-agya-1-0l-g-at-626539,oto
2020 Daihatsu Ayla 1.2L R MT ADS,60000000,21000,Bensin,Manual,Cilegon,5,1198 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-2l-r-mt-ads-626781,oto
2020 Daihatsu Gran Max PU Standar 1.5 PU,65000000,21300,Bensin,Unknown,Cilegon,0,Unknown,https://www.oto.com/detail-mobil-bekas/daihatsu-gran-max-pu-standar-1-5-pu-626782,oto
2018 Daihatsu Xenia 1.3 R MT,75000000,46600,Bensin,Manual,Cilegon,7,1329 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-1-3-r-mt-626787,oto
2018 Daihatsu Sigra 1.2 R AT,55000000,42000,Bensin,Otomatis,Cilegon,7,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-sigra-1-2-r-at-626785,oto
2015 Daihatsu Luxio 1.5L X AT ABS STD,65000000,45000,Bensin,Unknown,Cilegon,0,Unknown,https://www.oto.com/detail-mobil-bekas/daihatsu-luxio-1-5l-x-at-abs-std-626784,oto
2020 Toyota Agya 1.2L G AT TRD,75000000,21000,Bensin,Unknown,Cilegon,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-agya-1-2l-g-at-trd-626789,oto
2021 Daihatsu Sigra 1.2 R AT,77000000,13000,Bensin,Otomatis,Banjarmasin,7,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-sigra-1-2-r-at-626361,oto
2014 Toyota Avanza Veloz  VELOZ 1.5 MT AIRBAG,55000000,27000,Bensin,Unknown,Banjarmasin,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-2011-2015-veloz-1-5-mt-airbag-626360,oto
2014 Suzuki Swift GX 1.5L AT,52000000,27000,Bensin,Unknown,Banjarmasin,0,Unknown,https://www.oto.com/detail-mobil-bekas/suzuki-swift-gx-1-5l-at-626357,oto
2017 Mazda CX 5 GT,77000000,70000,Bensin,Otomatis,Surabaya,5,2488 CC,https://www.oto.com/detail-mobil-bekas/mazda-cx-5-gt-626802,oto
2016 Mitsubishi L300 Pickup Standard,49000000,60000,Diesel,Manual,Denpasar,3,2477 CC,https://www.oto.com/detail-mobil-bekas/mitsubishi-l300-pickup-standard-604691,oto
2018 Daihatsu Ayla 1.2L R AT,68000000,60000,Bensin,Otomatis,Surabaya,5,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-2l-r-at-626797,oto
2017 Nissan Grand Livina 1.5 SV MT,68000000,65000,Bensin,Manual,Surabaya,7,1498 CC,https://www.oto.com/detail-mobil-bekas/nissan-grand-livina-1-5-sv-mt-626803,oto
2006 Daihatsu Taft 2.8 DIESEL 4X2 F73 GT INDEPENDENT,42000000,70000,Diesel,Unknown,Denpasar,0,Unknown,https://www.oto.com/detail-mobil-bekas/daihatsu-taft-1996-2007-2-8-diesel-4x2-f73-gt-independent-604605,oto
2020 Toyota Agya G TRD 1.0L MT,75000000,11000,Bensin,Unknown,Palembang,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-agya-g-trd-1-0l-mt-627850,oto
2018 Honda Mobilio E 1.5L AT,68000000,47000,Bensin,Unknown,Palembang,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-mobilio-e-1-5l-at-627873,oto
2018 Daihatsu Ayla 1.2L R MT DLX,68000000,45000,Bensin,Manual,Banjarmasin,5,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-2l-r-mt-dlx-628124,oto
2020 Daihatsu Ayla 1.2L X MT,76000000,38000,Bensin,Manual,Samarinda,5,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-ayla-1-2l-x-mt-628003,oto
2019 Daihatsu Xenia 1.3 R CVT,73000000,40000,Bensin,Cvt,Samarinda,7,1329 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-1-3-r-cvt-627989,oto
2019 Honda Brio RS M/T,75000000,24000,Bensin,Manual,Banjarmasin,5,1199 CC,https://www.oto.com/detail-mobil-bekas/honda-brio-rs-mt-628127,oto
2017 Toyota Agya 1.2L G AT TRD,70000000,47000,Bensin,Unknown,Banjarmasin,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-agya-1-2l-g-at-trd-628128,oto
2017 Toyota Calya G AT,67000000,42000,Bensin,Otomatis,Banjarmasin,7,1197 CC,https://www.oto.com/detail-mobil-bekas/toyota-calya-g-at-628246,oto
2018 Daihatsu Xenia  R MT DELUXE,70000000,39000,Bensin,Unknown,Banjarmasin,0,Unknown,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-2009-2018-r-mt-deluxe-628248,oto
2018 Toyota Avanza G 1.3L MT,75000000,40000,Bensin,Unknown,Padang,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-g-1-3l-mt-628612,oto
2017 Toyota Calya G AT,75000000,69484,Bensin,Otomatis,Depok,7,1197 CC,https://www.oto.com/detail-mobil-bekas/toyota-calya-g-at-628292,oto
2020 Toyota Calya G MT,70000000,20000,Bensin,Manual,Padang,7,1197 CC,https://www.oto.com/detail-mobil-bekas/toyota-calya-g-mt-628614,oto
2014 Honda City IVTEC 1.5L S CVT AT,77000000,60000,Bensin,Unknown,Padang,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-city-ivtec-1-5l-s-cvt-at-628622,oto
2019 Datsun GO  T Active MT,57000000,60000,Bensin,Manual,Padang,5,1198 CC,https://www.oto.com/detail-mobil-bekas/datsun-go-t-active-mt-628621,oto
2020 Honda Brio RS M/T,80000000,20000,Bensin,Manual,Padang,5,1199 CC,https://www.oto.com/detail-mobil-bekas/honda-brio-rs-mt-628619,oto
2013 Honda Jazz  1.5L RS MT,45000000,60000,Bensin,Manual,Padang,5,1496 CC,https://www.oto.com/detail-mobil-bekas/honda-jazz-2008-2013-1-5l-rs-mt-628617,oto
2019 Toyota Agya G TRD 1.0L AT,80000000,37000,Bensin,Unknown,Padang,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-agya-g-trd-1-0l-at-628615,oto
2017 Daihatsu Xenia 1.3 X MT,69000000,35000,Bensin,Manual,Medan,7,1329 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-xenia-1-3-x-mt-629418,oto
2020 Honda Brio Satya E CVT,78000000,40000,Bensin,Cvt,Medan,5,1199 CC,https://www.oto.com/detail-mobil-bekas/honda-brio-satya-e-cvt-629411,oto
2017 Toyota Calya G AT,67000000,50000,Bensin,Otomatis,Medan,7,1197 CC,https://www.oto.com/detail-mobil-bekas/toyota-calya-g-at-629414,oto
2018 Toyota Avanza Veloz  1.3 MT,76000000,32000,Bensin,Unknown,Medan,0,Unknown,https://www.oto.com/detail-mobil-bekas/toyota-avanza-veloz-2012-2018-1-3-mt-629420,oto
2018 Daihatsu Sigra 1.0 D MT,66000000,38000,Bensin,Manual,Tasikmalaya,7,998 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-sigra-1-0-d-mt-627485,oto
2019 Suzuki Ertiga Sport MT,80000000,27000,Bensin,Manual,Ponorogo,7,1462 CC,https://www.oto.com/detail-mobil-bekas/suzuki-ertiga-sport-mt-627323,oto
2017 Daihatsu Sigra 1.2 R MT,69000000,38000,Bensin,Manual,Ponorogo,7,1197 CC,https://www.oto.com/detail-mobil-bekas/daihatsu-sigra-1-2-r-mt-627320,oto
2017 Honda Mobilio RS 1.5L MT,68000000,35000,Bensin,Unknown,Ponorogo,0,Unknown,https://www.oto.com/detail-mobil-bekas/honda-mobilio-rs-1-5l-mt-627326,oto
