Title,Price,KM,Fuel Type,Transmission,Location,Seats,Engine,Link
2012 Daihatsu Gran Max 1.3 STD Van Blind Van mobil bekas bisa tukar tambah sekoto kediri,78000000.0,202500.0,Pertamax,N/A,Kediri,2.0,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-std-jawa-timur-kediri/14802915
1999 Toyota  Kijang LGX Diesel  2.4,79000000.0,112500.0,Solar,N/A,Sukoharjo,8.0,N/A,https://www.mobil123.com/dijual/toyota-kijang-lgx-d-jawa-tengah-kartasura/14799728
2015 Daihatsu Ayla 1.0 X Hatchback,79000000.0,67500.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-jawa-barat-antapani/14610187
2013 Daihatsu Ayla 1.0 X Hatchback TDP 5 jt,80000000.0,37500.0,Pertamax,N/A,Purwakarta,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-jawa-barat-purwakarta/14739649
2014 Suzuki APV 1.5 GE Van,80000000.0,77500.0,Pertamax,N/A,Bandung,8.0,N/A,https://www.mobil123.com/dijual/suzuki-apv-ge-jawa-barat-caringin/12803181
2012 Nissan March 1.2 1.2L Hatchback,80000000.0,127500.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/nissan-march-1-2l-jawa-barat-astanaanyar/12652849
2013 Daihatsu Sirion 1.3 D FMC DELUXE Hatchback,79900000.0,122500.0,Pertamax,N/A,Jakarta Selatan,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-sirion-d-fmc-deluxe-dki-jakarta-pesanggarahan/14793746
2014 Toyota Agya 1.0 E Hatchback,75000000.0,117500.0,Pertamax,N/A,Jakarta Timur,5.0,N/A,https://www.mobil123.com/dijual/toyota-agya-e-dki-jakarta-duren-sawit/14792671
2014 Suzuki Karimun Wagon R 1.0 GL Wagon R Hatchback,80000000.0,37500.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gl-wagon-r-jawa-barat-astanaanyar/12525121
2014 KIA Picanto 1.2 SE 3 Hatchback,80000000.0,57500.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-arcamanik/12500808
2012 Nissan March 1.2 1.2L Hatchback,80000000.0,92500.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/nissan-march-1-2l-jawa-barat-arcamanik/12458877
2011 Daihatsu Xenia 1.0 Li DELUXE MPV,80000000.0,147500.0,Pertamax,N/A,Bandung,7.0,N/A,https://www.mobil123.com/dijual/daihatsu-xenia-li-deluxe-jawa-barat-sukajadi/12386801
2013 Nissan March 1.2 1.2L Hatchback,80000000.0,97500.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/nissan-march-1-2l-jawa-barat-arcamanik/12386653
2006 Nissan Teana 2.3 230JM Sedan V6 2.3,73000009.0,97500.0,Pertamax,N/A,Bogor,5.0,N/A,https://www.mobil123.com/dijual/nissan-teana-230jm-jawa-barat-bogor-kota/14787276
2013 Chevrolet Spin 1.5 LTZ SUV,78000000.0,117500.0,Pertamax,N/A,Jakarta Barat,7.0,N/A,https://www.mobil123.com/dijual/chevrolet-spin-ltz-dki-jakarta-tangerang/14666746
"2014 Toyota Agya 1,0 G Hatchback",80000000.0,80000.0,Pertamax,N/A,Jakarta Pusat,5.0,N/A,https://www.mobil123.com/dijual/toyota-agya-g-dki-jakarta-gambir/14786288
2018 Daihatsu Ayla 1.0 M Manual Putih,77000000.0,19000.0,Pertamax,N/A,Jakarta Utara,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-m-dki-jakarta-mangga-dua/14773661
2018 Daihatsu Ayla 1.0 M Hatchback MT Manual Putih 2018/2019 [ LOW KM 19.000 ],77000000.0,17500.0,Pertamax,N/A,Jakarta Pusat,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-m-dki-jakarta-bendungan-hilir/14767806
2007 Honda City 1.5 VTEC Sedan,77000000.0,102500.0,Pertamax,N/A,Jakarta Barat,5.0,N/A,https://www.mobil123.com/dijual/honda-city-vtec-dki-jakarta-cengkareng/14774662
"2012 Nissan Evalia 1,5 XV MPV",70000000.0,117000.0,Pertamax,N/A,Jakarta Utara,7.0,N/A,https://www.mobil123.com/dijual/nissan-evalia-xv-dki-jakarta-ancol/14770155
"2018 Daihatsu Ayla 1.0 M Hatchback [19000KM,PJK PANJANG]",77000000.0,17500.0,Pertamax,N/A,Jakarta Pusat,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-m-dki-jakarta-roxy/14769286
"2018 Daihatsu Ayla 1.0 M Hatchback [19000KM,PJK PANJANG]",77000000.0,17500.0,Pertamax,N/A,Jakarta Barat,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-m-dki-jakarta-cengkareng/14769078
"2018 Daihatsu Ayla 1.0 M Hatchback [19000KM,PJK PANJANG]",77000000.0,17500.0,Pertamax,N/A,Jakarta Timur,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-m-dki-jakarta-cililitan/14769014
2002 Mitsubishi Kuda 2.5 Grandia MPV Plat AG Aris mobil bekas bisa tukar tambah sekoto kediri jatim,75000000.0,252500.0,Solar,N/A,Kediri,7.0,N/A,https://www.mobil123.com/dijual/mitsubishi-kuda-grandia-jawa-timur-kediri/14767660
2001 Toyota Kijang 1.8 SSX Bensin Mt Istimewa Harga Nego Mobil Bekas Malang,80000000.0,1234.0,Pertamax,N/A,Malang,8.0,N/A,https://www.mobil123.com/dijual/toyota-kijang-ssx-jawa-timur-malang-kota/13265193
2005 Honda Jazz 1.5 i-DSI Hatchback sis mobil bekas bisa tukar tambah sekoto kediri,80000000.0,242500.0,Pertamax,N/A,Kediri,5.0,N/A,https://www.mobil123.com/dijual/honda-jazz-i-dsi-jawa-timur-pare/14744801
"2000 Mitsubishi Kuda 2,5 GLS MPV Diesel Antik Kondisi Siap Langsung Pakai",72000000.0,180000.0,Solar,N/A,Bandung,7.0,N/A,https://www.mobil123.com/dijual/mitsubishi-kuda-gls-jawa-barat-bandung/9728870
2008 Daihatsu Xenia 1.0 Li MPV,80000000.0,217500.0,Pertamax,N/A,Sidoarjo,7.0,N/A,https://www.mobil123.com/dijual/daihatsu-xenia-li-jawa-timur-sidoarjo/14742061
2017 Daihatsu Gran Max 1.5 STD Single Cab Pick-up,80000000.0,82500.0,Pertamax,N/A,Jakarta Barat,3.0,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-std-single-cab-dki-jakarta-cengkareng/14575926
"2000 Toyota Kijang 1,8 SGX MPV Manual Cat 80%Ori Siap Pakai",79000000.0,109000.0,Pertamax,N/A,Bandung,8.0,N/A,https://www.mobil123.com/dijual/toyota-kijang-sgx-jawa-barat-bandung/10954323
2017 Daihatsu Gran Max 1.5 STD Single Cab Pick-up Dp 8 Jt,80000000.0,82500.0,Pertamax,N/A,Jakarta Barat,3.0,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-std-single-cab-dki-jakarta-cengkareng/14643441
"1997 Suzuki Sidekick 1,6 Drag-1 ANTiik Siap Pakai",79500000.0,189000.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/suzuki-sidekick-jawa-barat-bandung/14333243
"2005 Suzuki Karimun 1,0 GX Hatchback Manual ANTiiK  Mesin Bagus Siap langsung Pakai",79500000.0,88000.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-gx-jawa-barat-bandung/14266727
"1997 Suzuki Sidekick 1,6  SUV ANTiik 90% Original siap Pakai",79000000.0,59000.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/suzuki-sidekick-jawa-barat-bandung/14022382
"2002 Toyota Corolla Altis 1,8 G Sedan Manual Siap Langsung Pakai",75000000.0,149000.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/toyota-corolla-altis-g-jawa-barat-bandung/13953622
"2004 Daihatsu Taruna 1,5 CSX Efi Low Km Siap Langsung Pakai",79000000.0,80000.0,Pertamax,N/A,Bandung,7.0,N/A,https://www.mobil123.com/dijual/daihatsu-taruna-csx-jawa-barat-bandung/13707454
"2010 KIA New Picanto 1,1 SE Hatchback AT Siap Langsung Pakai Cash/Credit",77000000.0,120000.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/kia-picanto-se-jawa-barat-bandung/13436335
1997 Toyota Starlet 1.3  Turbo Last Edition Siap Pakai,79000000.0,106000.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/toyota-starlet-jawa-barat-bandung/12043568
"2008 KIA New Picanto  Cosmo 1,1 SE Hatchback Matic Siap Langsung Pakai",79000000.0,123000.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/kia-picanto-se-jawa-barat-bandung/11801119
"2011 Mitsubishi Colt T120SS 1,5 Standard Pick-up Full Alumunium",73000000.0,64000.0,Pertamax,N/A,Bandung,3.0,N/A,https://www.mobil123.com/dijual/mitsubishi-colt-t120ss-standard-single-cab-jawa-barat-bandung/11503180
"2005 KIA Sportage 2,0 AT SUV Siap Langsung Pakai",75000000.0,130000.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/kia-sportage-jawa-barat-bandung/13984178
"2015 Daihatsu Gran Max 1,3 AC Van",72000000.0,63482.0,Pertamax,N/A,Bekasi,2.0,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-ac-jawa-barat-medan-satria/14736589
"2017 Datsun GO+ 1,2 T MPV mulus berkualitas",77000000.0,86000.0,Pertamax,N/A,Bandung,7.0,N/A,https://www.mobil123.com/dijual/datsun-go%2B-t-jawa-barat-padalarang/14483887
"2015 Daihatsu Gran Max 1,3 3 Way Single Cab Pick-up",73000000.0,73821.0,Pertamax,N/A,Bekasi,3.0,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-3-way-single-cab-jawa-barat-tambun-selatan/14727789
2012 KIA Picanto 1.2 SE 3 Hatchback,70000000.0,82500.0,Pertamax,N/A,Jakarta Barat,5.0,N/A,https://www.mobil123.com/dijual/kia-picanto-se-3-dki-jakarta-jelambar/14723390
"( TDP 8jt ) Nissan March 1,2 1.2L Hatchback AT 2012 Merah Kondisi Istimewa Bergaransi Dan Dijamin Siap Pakai #kawanmobilbekas",74000000.0,148000.0,Pertamax,N/A,Bekasi,5.0,N/A,https://www.mobil123.com/dijual/nissan-march-1-2l-jawa-barat-bekasi/14719782
2006 Daihatsu Xenia 1.0 Li MPV plat w suraji bisa tukar tambah sekoto kediri,78000000.0,177500.0,Pertamax,N/A,Kediri,7.0,N/A,https://www.mobil123.com/dijual/daihatsu-xenia-li-jawa-timur-pare/14716833
2015 Suzuki Karimun Wagon R 1.0 GL Wagon R Hatchback #TDP5JUTA #TDP10JUTA #PROMOMOBIL #MOBILMURAH,72000000.0,52500.0,Pertamax,N/A,Depok,5.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gl-wagon-r-jawa-barat-cimanggis/14567823
2015 Suzuki Karimun Wagon R 1.0 GL Wagon R Hatchback,72000000.0,52500.0,Pertamax,N/A,Jakarta Timur,5.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gl-wagon-r-dki-jakarta-duren-sawit/14685974
"TDP 1 JUTA Suzuki Karimun Wagon R 1,0 GS AT 2016  Wagon R Hatchback",77000000.0,78000.0,Pertamax,N/A,Jakarta Timur,5.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gs-wagon-r-dki-jakarta-cipayung/14528154
"2018 Suzuki Karimun Wagon R 1,0 GL manual MT silver metalik",76000000.0,78000.0,Pertamax,N/A,Jakarta Barat,5.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gl-wagon-r-dki-jakarta-tangerang/14668850
2006 Nissan Murano 2.5 SUV,80000000.0,157000.0,Pertamax,N/A,Tangerang,5.0,N/A,https://www.mobil123.com/dijual/nissan-murano-banten-cibogo/14184507
2013 Nissan March 1.2 XS Hatchback,78000000.0,87500.0,Pertamax,N/A,Jakarta Barat,5.0,N/A,https://www.mobil123.com/dijual/nissan-march-xs-dki-jakarta-s-parman/14655493
2014 Suzuki Karimun Wagon R 1.0 GX Wagon R Hatchback,75000000.0,67500.0,Pertamax,N/A,Yogyakarta,5.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gx-wagon-r-yogyakarta-yogyakarta/14634541
2010 Daihatsu Gran Max 1.3 STD BOX Pick-up,73000000.0,42500.0,Petrol - Unleaded,N/A,Bandung,3.0,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-std-box-jawa-barat-batujajar/14646611
2005 Toyota Avanza 1.3 G MPV MT Manual Silver - KM200rban,75000000.0,202500.0,Pertamax,N/A,Jakarta Pusat,7.0,N/A,https://www.mobil123.com/dijual/toyota-avanza-g-dki-jakarta-mangga-dua/14519191
1978 Daihatsu Taft 1.0 1.0 Manual Jeep,75000000.0,67500.0,Premium,N/A,Bandung,4.0,N/A,https://www.mobil123.com/dijual/daihatsu-taft-1-0-manual-jawa-barat-bojongsoang/14644014
2005 Toyota Avanza 1.3 G MPV Manual,79000000.0,202500.0,Pertamax,N/A,Jakarta Utara,7.0,N/A,https://www.mobil123.com/dijual/toyota-avanza-g-dki-jakarta-cilincing/14495230
2014 Toyota Agya 1.0 E Hatchback,70000000.0,117500.0,Pertamax,N/A,Tangerang,5.0,N/A,https://www.mobil123.com/dijual/toyota-agya-e-banten-cipondoh/14639451
2015 Suzuki Karimun Wagon R 1.0 GL Wagon R Hatchback,74000000.0,52500.0,Pertamax,N/A,Bekasi,5.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gl-wagon-r-jawa-barat-bantar-gebang/14615695
2013 Daihatsu Ayla 1.0 X Hatchback,75000000.0,67500.0,Pertamax,N/A,Jakarta Utara,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-dki-jakarta-pademangan/14427239
2009 Nissan  Livina  XR AT,75000000.0,92500.0,Pertamax,N/A,Jakarta Selatan,5.0,N/A,https://www.mobil123.com/dijual/nissan-livina-xr-dki-jakarta-pondok-pinang/14452811
2015 Suzuki Karimun Wagon R 1.0 GL Wagon R Hatchback - GARANSI 1 TAHUN - [TDP 5jt],72000000.0,52500.0,Pertamax,N/A,Jakarta Pusat,5.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gl-wagon-r-dki-jakarta-johar-baru/14590508
2011 Suzuki Splash 1.2 GL Hatchback Manual TDP ringan,74000000.0,117500.0,Pertamax,N/A,Jakarta Utara,5.0,N/A,https://www.mobil123.com/dijual/suzuki-splash-gl-dki-jakarta-pademangan/14582342
2008 Daihatsu Xenia 1.0 Li MPV plat s mobil bekas bisa tukar tambah sekoto kediri,77000000.0,247500.0,Pertamax,N/A,Kediri,7.0,N/A,https://www.mobil123.com/dijual/daihatsu-xenia-li-jawa-timur-kediri/14584099
2015 Suzuki Karimun Wagon R 1.0 GL Wagon R Hatchback,72000000.0,52500.0,Pertamax,N/A,Bekasi,5.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gl-wagon-r-jawa-barat-bekasi/14573859
2015 Suzuki Karimun Wagon R 1.0 GL Wagon R Hatchback,72000000.0,52500.0,Pertamax,N/A,Depok,5.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gl-wagon-r-jawa-barat-depok/14573849
2015 Suzuki Karimun Wagon R 1.0 GL Wagon R Hatchback - Pajak panjang,72000000.0,52500.0,Pertamax,N/A,Bogor,5.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gl-wagon-r-jawa-barat-bogor/14573838
2005 Isuzu Pickup 2.5 Standard Single Cab Pick-up Panther Plat AG mobil bekas bisa tukar tambah sekoto kediri jatim,73000000.0,297500.0,Solar,N/A,Kediri,3.0,N/A,https://www.mobil123.com/dijual/isuzu-pickup-standard-single-cab-jawa-timur-kediri/14564660
2016 Toyota Agya 1.0 G Hatchback Low KM Tdp 7jt,80000000.0,67500.0,Pertamax,N/A,Jakarta Pusat,5.0,N/A,https://www.mobil123.com/dijual/toyota-agya-g-dki-jakarta-gajah-mada/14546893
1999 Isuzu Panther 2.5 SUV new higrade plat s mul bisa tukar tambah sekoto kediri,75000000.0,252500.0,Solar,N/A,Kediri,7.0,N/A,https://www.mobil123.com/dijual/isuzu-panther-jawa-timur-kediri/14532026
"TDP 1 JUTA Toyota Etios Valco 1,2 E MT 2015 Hatchback",74000000.0,105000.0,Pertamax,N/A,Jakarta Timur,5.0,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-e-dki-jakarta-duren-sawit/14480174
2005 Daihatsu Taruna 1.5 CX SUV Plat AG mari bisa tukar tambah sekoto kediri jatim,76000000.0,192500.0,Pertamax,N/A,Kediri,7.0,N/A,https://www.mobil123.com/dijual/daihatsu-taruna-cx-jawa-timur-kediri/14505358
2013 Daihatsu Ayla 1.0 X Elegant Hatchback TDP 3JT,75000000.0,67500.0,Pertamax,N/A,Jakarta Utara,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-elegant-dki-jakarta-mangga-dua/13419636
2013 Daihatsu Ayla 1.0 X Hatchback MT Manual Putih - Low KM68rb - RECORD,75000000.0,67500.0,Pertamax,N/A,Jakarta Pusat,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-dki-jakarta-mangga-dua/12027179
2006 Isuzu Pickup 2.5 Standard Single Cab Pick-up proses ag widodo bisa tukar tambah sekoto kediri,70000000.0,292500.0,Solar,N/A,Kediri,3.0,N/A,https://www.mobil123.com/dijual/isuzu-pickup-standard-single-cab-jawa-timur-kediri/14459069
2013 Suzuki Karimun Wagon R 1.0 GX Wagon R Hatchback,78000000.0,97500.0,Pertamax,N/A,Sleman,5.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gx-wagon-r-yogyakarta-sleman/14398256
2012 Nissan Evalia 1.5 SV MPV,78000000.0,82500.0,Pertamax,N/A,Jakarta Utara,7.0,N/A,https://www.mobil123.com/dijual/nissan-evalia-sv-dki-jakarta-mangga-dua/13556387
2008 Hyundai Avega 1.5 GL Sedan,75000000.0,47500.0,Pertamax,N/A,Mojokerto,5.0,N/A,https://www.mobil123.com/dijual/hyundai-avega-gl-jawa-timur-magersari/14407253
2013 Daihatsu Ayla 1.0 X Manual Putih,75000000.0,68000.0,Pertamax,N/A,Jakarta Utara,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-dki-jakarta-mangga-dua/14388706
2015 Suzuki Karimun Wagon R 1.0 GL Wagon R Hatchback,74000000.0,52500.0,Pertamax,N/A,Tangerang,5.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gl-wagon-r-banten-ciater/14352070
2008 Daihatsu Xenia 1.0 Mi MPV Plat AG mujiono bisa tukar tambah sekoto kediri jatim,78000000.0,122500.0,Pertamax,N/A,Kediri,7.0,N/A,https://www.mobil123.com/dijual/daihatsu-xenia-mi-jawa-timur-kediri/14349931
"2005 Toyota Dyna 4,0 Base Spec Trucks",78000000.0,95231.0,Solar,N/A,Bekasi,2.0,N/A,https://www.mobil123.com/dijual/toyota-dyna-jawa-barat-tambun-selatan/13594046
"2012 Daihatsu Gran Max 1,5 3 Way Pick-up",72000000.0,95234.0,Pertamax,N/A,Bekasi,3.0,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-3-way-single-cab-jawa-barat-tambun-selatan/13352329
"2005 Toyota Dyna 4,0 Base Spec Trucks",78000000.0,82143.0,Solar,N/A,Bekasi,2.0,N/A,https://www.mobil123.com/dijual/toyota-dyna-jawa-barat-tambun-selatan/13091399
"2017 Daihatsu Gran Max 1,3 BOX Pick-up",77000000.0,84523.0,Pertamax,N/A,Bekasi,3.0,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-box-single-cab-jawa-barat-tambun-selatan/13617112
"2012 Daihatsu Gran Max 1,3 AC Van",72000000.0,84521.0,Pertamax,N/A,Bekasi,2.0,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-ac-jawa-barat-tambun/11927631
"2015 Daihatsu Gran Max 1,5 STD Pick-up",78000000.0,79854.0,Pertamax,N/A,Bekasi,3.0,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-std-single-cab-jawa-barat-tambun/11933728
"2017 Suzuki Carry 1,5 FD Pick-up",73000000.0,75124.0,Pertamax,N/A,Bekasi,3.0,N/A,https://www.mobil123.com/dijual/suzuki-carry-fd-single-cab-jawa-barat-tambun/11940514
2007 Chevrolet Captiva 2.4 SUV Plat AG saipul bisa tukar tambah Sekoto Kediri Jatim,78000000.0,157500.0,Pertamax,N/A,Kediri,7.0,N/A,https://www.mobil123.com/dijual/chevrolet-captiva-jawa-timur-pare/14137066
2000 Isuzu Panther 2.5 2.5L Hi Grade MPV Minivans Plat AG sis bisa tukar tambah Sekoto Kediri Jatim,70000000.0,242500.0,Solar,N/A,Kediri,7.0,N/A,https://www.mobil123.com/dijual/isuzu-panther-2-5l-hi-grade-jawa-timur-pare/14116603
2004 Toyota Avanza 1.3 E MPV Plat AG bendol bisa tukar tambah Sekoto Kediri Jatim,78000000.0,297500.0,Pertamax,N/A,Kediri,7.0,N/A,https://www.mobil123.com/dijual/toyota-avanza-e-jawa-timur-pare/14110657
2000 Toyota Kijang 2.4 LSX-D MPV Plat AG endro bisa tukar tambah sekoto kediri jatim,80000000.0,217500.0,Solar,N/A,Kediri,8.0,N/A,https://www.mobil123.com/dijual/toyota-kijang-lsx-d-jawa-timur-kediri/14069100
2001 Toyota Harrier 3.0 SUV Plat L mujiono bisa tukar tambah Sekoto Kediri Jatim,75000000.0,212500.0,Pertamax,N/A,Kediri,5.0,N/A,https://www.mobil123.com/dijual/toyota-harrier-jawa-timur-pare/13813956
2015 Datsun GO 1.2 T Hatchback Plat S usman bisa tukar tambah Sekoto Kediri,77000000.0,107500.0,Pertamax,N/A,Kediri,5.0,N/A,https://www.mobil123.com/dijual/datsun-go-t-jawa-timur-pare/13791512
2003 Toyota Kijang 1.8 LSX MPV Plat AG nopi bisa tukar tambah Sekoto Kediri Jatim,70000000.0,212500.0,Pertamax,N/A,Kediri,8.0,N/A,https://www.mobil123.com/dijual/toyota-kijang-lsx-jawa-timur-pare/13545314
2005 Honda Jazz 1.5 i-DSI Hatchback Plat AG anton bisa tukar tambah Sekoto Kediri Jatim,80000000.0,192500.0,Pertamax,N/A,Kediri,5.0,N/A,https://www.mobil123.com/dijual/honda-jazz-i-dsi-jawa-timur-pare/13539990
2005 Suzuki Escudo 1.6 SUV Plat AG totok bisa tukar tambah Sekoto Kediri Jatim,73000000.0,232500.0,Pertamax,N/A,Kediri,5.0,N/A,https://www.mobil123.com/dijual/suzuki-escudo-jawa-timur-pare/13534815
2015 Datsun GO+ 1.2 T MPV Plat L dina bisa tukar tambah sekoto kediri jatim,75000000.0,132500.0,Pertamax,N/A,Kediri,7.0,N/A,https://www.mobil123.com/dijual/datsun-go%2B-t-jawa-timur-pare/12523313
2000 Toyota Kijang 2.4 LSX-D MPV plat AG yanto bisa tukar tambah Sekoto Kediri,78000000.0,202500.0,Solar,N/A,Kediri,8.0,N/A,https://www.mobil123.com/dijual/toyota-kijang-lsx-d-jawa-timur-kediri/11523597
2015 Datsun GO+ 1.2 T MPV,70000000.0,37500.0,Pertamax,N/A,Yogyakarta,7.0,N/A,https://www.mobil123.com/dijual/datsun-go%2B-t-yogyakarta-yogyakarta/14200297
2023 Daihatsu Sigra 1.0 D MPV,79000000.0,2500.0,Pertamax,N/A,Depok,7.0,N/A,https://www.mobil123.com/dijual/daihatsu-sigra-d-jawa-barat-pondok-labu/14197572
2015 Daihatsu Ayla 1.0 X Hatchback,79000000.0,92500.0,Pertamax,N/A,Tangerang,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-banten-karawaci/14142794
"2020 Datsun GO 1,2 A Hatchback",80000000.0,40000.0,Pertamax,N/A,Jakarta Utara,5.0,N/A,https://www.mobil123.com/dijual/datsun-go-a-dki-jakarta-kelapa-gading/14131419
2016 Datsun GO 1.2 T Hatchback - TDP Rendah Harga Termurah,74000000.0,52500.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/datsun-go-t-jawa-barat-baleendah/14054446
2016 Datsun GO 1.2 T Hatchback - Mobil Bekas Termurah di Bandung,74000000.0,47500.0,Pertamax,N/A,Bandung,5.0,N/A,https://www.mobil123.com/dijual/datsun-go-t-jawa-barat-antapani/14054444
2009 Toyota Avanza 1.3 G MPV,80000000.0,172500.0,Pertamax,N/A,Bekasi,7.0,N/A,https://www.mobil123.com/dijual/toyota-avanza-g-jawa-barat-babelan/14000074
"2005 Ford Escape 2,3 XLT 4x2 SUV",78000000.0,229000.0,Pertamax,N/A,Jakarta Utara,5.0,N/A,https://www.mobil123.com/dijual/ford-escape-xlt-4x2-dki-jakarta-kelapa-gading/13934092
2013 Daihatsu Ayla 1.0 X Hatchback manual putih km 68ribuan tangan pertama dari baru cash kredit bisa,75000000.0,67500.0,Pertamax,N/A,Jakarta Utara,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-dki-jakarta-mangga-dua/13923719
2014 Daihatsu Ayla 1.0 X Hatchback,80000000.0,72500.0,Pertamax,N/A,Yogyakarta,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-yogyakarta-yogyakarta/13823012
2012 Nissan March 1.2 1.2L Hatchback - Mobil Murah Hanya Puluhan Juta Saja - Mobil Bergaransi,78000000.0,92500.0,Pertamax,N/A,Tangerang,5.0,N/A,https://www.mobil123.com/dijual/nissan-march-1-2l-banten-cisauk/13801670
2012 Nissan March 1.2 1.2L Hatchback - Mobil Bekas Termurah Jakarta - Terjamin Bergaransi,78000000.0,87500.0,Pertamax,N/A,Jakarta Selatan,5.0,N/A,https://www.mobil123.com/dijual/nissan-march-1-2l-dki-jakarta-pasar-minggu/13801114
2012 Nissan March 1.2 1.2L Hatchback,80000000.0,92500.0,Pertamax,N/A,Bekasi,5.0,N/A,https://www.mobil123.com/dijual/nissan-march-1-2l-jawa-barat-kaliabang/13786659
"2005 Honda City 1,5 VTEC Sedan",74000000.0,5000.0,Pertamax,N/A,Kediri,5.0,N/A,https://www.mobil123.com/dijual/honda-city-vtec-jawa-timur-pare/13664988
2013 Daihatsu Ayla 1.0 X Hatchback,79000000.0,67500.0,Pertamax,N/A,Jakarta Selatan,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-dki-jakarta-cassablanca/12022348
2014 Daihatsu Ayla 1.0 X Hatchback,80000000.0,62500.0,Pertamax,N/A,Yogyakarta,5.0,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-yogyakarta-yogyakarta/13595523
2017 Daihatsu Gran Max 1.3 AC Van,72000000.0,117500.0,Pertamax,N/A,Bekasi,2.0,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-ac-jawa-barat-bekasi-timur/13534338
2016 Suzuki Karimun Wagon R 1.0 Wagon R Hatchback TDP 10 RIBU PROMO KHUSUS 8-10 DESEMBER,76000000.0,67500.0,Pertamax,N/A,Bekasi,2.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-wagon-r-jawa-barat-bekasi-barat/13162073
2016 Suzuki Karimun Wagon R 1.0 Wagon R Hatchback PROMO TDP 10 RIBU,76000000.0,67500.0,Pertamax,N/A,Bekasi,2.0,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-wagon-r-jawa-barat-jatibening/13160437
